DATE,CODE INSEE,REGION,PRODUCTION,POMPAGE,ECHANGE,CONSOMMATION
2018-02,27,Bourgogne-Franche-Comté,394261.7,1153.465,-1833436.182,2226544.417
2018-02,44,Grand-Est,9829873.322,60224.5,5185138.913,4584509.909
2018-02,32,Hauts-de-France,5514086.831,0,469195.382,5044891.449
2018-02,28,Normandie,6446237.249,0,3495093.169,2951144.08
2018-02,93,Provence-Alpes-Côte d'Azur,2361492.042,1989.405,-1831250.15,4190752.787
2018-03,94,Corse,180179.794,0,-50145.332,230325.126
2018-03,44,Grand-Est,9652722.531,79846.63,4991033.031,4581842.87
2018-04,27,Bourgogne-Franche-Comté,259825.763,5501.02,-1365266.203,1619590.946
2018-04,94,Corse,148359.667,0,-18569.934,166929.601
2018-04,93,Provence-Alpes-Côte d'Azur,1575302.452,1030.918,-1498436.09,3072707.624
2018-05,84,Auvergne-Rhône-Alpes,10117369.27,352186.122,4879065.737,4886117.415
2018-05,44,Grand-Est,8337326.467,67324.594,4897360.17,3372641.703
2018-05,11,Ile-de-France,130667.479,0,-4877478.371,5008145.85
2018-05,28,Normandie,4248566.89,0,2302856.686,1945710.204
2018-06,84,Auvergne-Rhône-Alpes,9857909.579,264541.375,4873528.889,4719839.315
2018-06,27,Bourgogne-Franche-Comté,206152.482,2202.487,-1286872.192,1490822.187
2018-06,75,Nouvelle-Aquitaine,3847913.847,0,939154.163,2908759.684
2018-06,93,Provence-Alpes-Côte d'Azur,1641690.679,1447.997,-1202757.37,2843000.052
2018-07,11,Ile-de-France,148363.752,0,-4753158.562,4901522.314
2018-08,75,Nouvelle-Aquitaine,4347737.906,0,1212266.507,3135471.399
2018-09,53,Bretagne,224468.606,4757.162,-1238678.637,1458390.081
2018-09,24,Centre-Val de Loire,5815247.184,0,4591832.469,1223414.715
2018-09,44,Grand-Est,7260551.64,52050.246,3910739.231,3297762.163
2018-09,32,Hauts-de-France,2823263.45,0,-818653.023,3641916.473
2018-09,28,Normandie,5835984.803,0,3913414.724,1922570.079
2018-10,27,Bourgogne-Franche-Comté,230303.242,413.462,-1479916.244,1709806.024
2018-10,32,Hauts-de-France,4486846.631,0,339787.402,4147059.229
2018-10,76,Occitanie,3021567.625,205557.604,6439.463,2809570.558
2018-11,27,Bourgogne-Franche-Comté,286713.041,517.517,-1685562.475,1971757.999
2018-11,52,Pays de la Loire,637385.743,0,-1929873.688,2567259.431
2019-01,76,Occitanie,3460100,144606,-1354848,4670341
2019-02,27,Bourgogne-Franche-Comté,391827,5478,-1628587,2014936
2019-02,84,Auvergne-Rhône-Alpes,10919300,259205,4439676,6220419
2019-03,24,Centre-Val de Loire,7714719,,5925990,1788729
2019-03,32,Hauts-de-France,5357808,,695318,4662490
2019-04,27,Bourgogne-Franche-Comté,295148,6330,-1433458,1722275
2019-04,32,Hauts-de-France,3907295,,-126021,4033316
2019-04,84,Auvergne-Rhône-Alpes,8261216,297483,2685427,5278306
2019-05,11,Ile-de-France,123794,,-5142958,5266752
2019-05,28,Normandie,5998868,,3882976,2115892
2019-05,75,Nouvelle-Aquitaine,5071367,,1847140,3224227
2019-06,93,Provence-Alpes-Côte d'Azur,1523790,72,-1400098,2923815
2019-07,53,Bretagne,224881,6795,-1306192,1524278
2019-07,76,Occitanie,2536952,140001,-577539,2974490
2019-08,24,Centre-Val de Loire,5698400,,4452408,1245992
2019-08,94,Corse,144227,,-58414,202641
2019-09,24,Centre-Val de Loire,5284558,,4008695,1275863
2019-09,28,Normandie,3499163,,1645814,1853350
2019-10,27,Bourgogne-Franche-Comté,329632,4838,-1360992,1685786
2019-10,28,Normandie,2707835,,529913,2177922
2019-10,44,Grand-Est,10347185,72433,6528742,3746010
2019-10,75,Nouvelle-Aquitaine,4812718,,1591297,3221421
2019-10,84,Auvergne-Rhône-Alpes,9619321,383199,4306636,4929486
2019-10,93,Provence-Alpes-Côte d'Azur,1361085,3008,-1557866,2915943
2019-10,94,Corse,93612,,-53755,147367
2019-11,32,Hauts-de-France,4597154,,-39243,4636397
2019-11,84,Auvergne-Rhône-Alpes,9404365,360977,3200910,5842478
2019-11,93,Provence-Alpes-Côte d'Azur,2172211,34,-1513543,3685720
2019-12,24,Centre-Val de Loire,5764743,,3827515,1937228
2019-12,75,Nouvelle-Aquitaine,5327513,,955344,4372169
2019-12,76,Occitanie,3898328,194835,-2573,3706067
