annee,consommation ,consommation_normale ,energie ,epci,nom_epci ,secteur
2005,818 850,818 850,PP+CMS,200017846,Vallée Sud Grand Paris,TRAF
2005,880,880,ELEC,200017846,Versailles Grand Parc,AGR
2005,3 660,3 660,GN,200017846,Versailles Grand Parc,AGR
2005,7 910,7 910,PP+CMS,200017846,Versailles Grand Parc,AGR
2005,213 330,213 330,ELEC,200017846,Versailles Grand Parc,IND
2005,981 170,981 170,GN,200017846,Versailles Grand Parc,IND
2005,9 400,9 400,PP+CMS,200017846,Versailles Grand Parc,IND
2005,22 090,22 090,URB,200017846,Versailles Grand Parc,IND
2005,59 820,58 550,BOIS,200017846,Versailles Grand Parc,RES
2005,484 590,481 960,ELEC,200017846,Versailles Grand Parc,RES
2005,1 310 680,1 288 610,GN,200017846,Versailles Grand Parc,RES
2005,320 010,314 480,PP+CMS,200017846,Versailles Grand Parc,RES
2005,188 100,184 980,URB,200017846,Versailles Grand Parc,RES
2005,702 420,700 240,ELEC,200017846,Versailles Grand Parc,TER
2005,505 120,496 580,GN,200017846,Versailles Grand Parc,TER
2005,116 940,115 010,PP+CMS,200017846,Versailles Grand Parc,TER
2005,110 000,108 060,URB,200017846,Versailles Grand Parc,TER
2005,1 995 550,1 995 550,PP+CMS,200056232,Versailles Grand Parc,TRAF
2005,1 390,1 390,ELEC,200056232,Vexin Centre,AGR
2005,13 350,13 350,PP+CMS,200056232,Vexin Centre,AGR
2005,55 380,55 380,ELEC,200056232,Vexin Centre,IND
2005,67 500,67 500,GN,200056232,Vexin Centre,IND
2005,5 420,5 420,PP+CMS,200056232,Vexin Centre,IND
2005,17 540,17 140,BOIS,200056232,Vexin Centre,RES
2005,82 220,81 620,ELEC,200056232,Vexin Centre,RES
2005,61 460,60 350,GN,200056232,Vexin Centre,RES
2005,73 740,72 260,PP+CMS,200056232,Vexin Centre,RES
2005,28 810,28 720,ELEC,200056232,Vexin Centre,TER
2005,11 590,11 390,GN,200056232,Vexin Centre,TER
2005,4 970,4 880,PP+CMS,200056232,Vexin Centre,TER
2005,285 060,285 060,PP+CMS,200056232,Vexin Centre,TRAF
2005,1 390,1 390,ELEC,200056232,Vexin-Val de Seine,AGR
2005,7 440,7 440,GN,200056232,Vexin-Val de Seine,AGR
2005,9 820,9 820,PP+CMS,200056232,Vexin-Val de Seine,AGR
2005,5 370,5 370,ELEC,200056232,Vexin-Val de Seine,IND
2005,2 380,2 380,GN,200056232,Vexin-Val de Seine,IND
2005,5 870,5 870,PP+CMS,200056232,Vexin-Val de Seine,IND
2005,14 560,14 240,BOIS,200056232,Vexin-Val de Seine,RES
2005,55 630,55 230,ELEC,200056232,Vexin-Val de Seine,RES
2005,34 060,33 460,GN,200056232,Vexin-Val de Seine,RES
2005,60 210,59 000,PP+CMS,200056232,Vexin-Val de Seine,RES
2005,32 700,32 590,ELEC,200056232,Vexin-Val de Seine,TER
2005,15 880,15 600,GN,200057859,Vexin-Val de Seine,TER
2005,3 440,3 380,PP+CMS,200057859,Vexin-Val de Seine,TER
2005,151 920,151 920,PP+CMS,200057859,Vexin-Val de Seine,TRAF
2010,2 120,2 120,ELEC,200057859,Bassée-Montois,AGR
2010,2 250,2 250,GN,200057859,Bassée-Montois,AGR
2010,21 830,21 830,PP+CMS,200057859,Bassée-Montois,AGR
2010,15 180,15 180,ELEC,200057859,Bassée-Montois,IND
2010,21 300,21 300,GN,200057859,Bassée-Montois,IND
2010,2 400,2 400,PP+CMS,200057859,Bassée-Montois,IND
2010,46 640,39 960,BOIS,200057859,Bassée-Montois,RES
2010,82 500,79 450,ELEC,200057859,Bassée-Montois,RES
2010,52 320,46 590,GN,200057859,Bassée-Montois,RES
2010,44 060,38 650,PP+CMS,200057859,Bassée-Montois,RES
2010,31 430,30 690,ELEC,200057859,Bassée-Montois,TER
2010,16 780,14 960,GN,200057859,Bassée-Montois,TER
2010,2 160,1 930,PP+CMS,200057859,Bassée-Montois,TER
2010,69 080,69 080,PP+CMS,200057859,Bassée-Montois,TRAF
2010,870,870,ELEC,200057859,Boucle Nord de Seine,AGR
2010,470,470,PP+CMS,200057859,Boucle Nord de Seine,AGR
2010,405 970,405 970,ELEC,200057859,Boucle Nord de Seine,IND
2010,698 960,698 960,GN,200057859,Boucle Nord de Seine,IND
2010,19 210,19 210,PP+CMS,200057859,Boucle Nord de Seine,IND
2010,98 400,98 400,URB,200057859,Boucle Nord de Seine,IND
2010,67 980,56 320,BOIS,200057859,Boucle Nord de Seine,RES
2010,675 200,648 520,ELEC,200057859,Boucle Nord de Seine,RES
2010,1 558 040,1 359 490,GN,200058477,Boucle Nord de Seine,RES
2010,215 890,188 930,PP+CMS,200058477,Boucle Nord de Seine,RES
2010,410 080,357 340,URB,200058477,Boucle Nord de Seine,RES
2010,1 101 930,1 069 760,ELEC,200058477,Boucle Nord de Seine,TER
2010,788 780,677 870,GN,200058477,Boucle Nord de Seine,TER
2010,80 170,69 510,PP+CMS,200058477,Boucle Nord de Seine,TER
2010,110 280,94 440,URB,200058477,Boucle Nord de Seine,TER
2010,1 216 770,1 216 770,PP+CMS,200058477,Boucle Nord de Seine,TRAF
2010,3 100,3 100,ELEC,200058477,Brie des Rivières et Châteaux,AGR
2010,1 730,1 730,GN,200058477,Brie des Rivières et Châteaux,AGR
2010,30 000,30 000,PP+CMS,200058477,Brie des Rivières et Châteaux,AGR
2010,54 880,54 880,ELEC,200058477,Brie des Rivières et Châteaux,IND
2010,20 150,20 150,GN,200058477,Brie des Rivières et Châteaux,IND
2010,780,780,PP+CMS,200058477,Brie des Rivières et Châteaux,IND
2010,48 370,41 440,BOIS,200058477,Brie des Rivières et Châteaux,RES
2010,121 420,116 540,ELEC,200058477,Brie des Rivières et Châteaux,RES
2010,122 170,108 550,GN,200058477,Brie des Rivières et Châteaux,RES
2010,40 820,36 000,PP+CMS,200058477,Brie des Rivières et Châteaux,RES
2010,50 690,49 490,ELEC,200058477,Brie des Rivières et Châteaux,TER
2010,23 700,21 000,GN,200058477,Brie des Rivières et Châteaux,TER
2010,2 060,1 830,PP+CMS,200058477,Brie des Rivières et Châteaux,TER
2010,672 050,672 050,PP+CMS,200058477,Brie des Rivières et Châteaux,TRAF
2010,2 430,2 430,ELEC,200058477,Brie Nangissienne,AGR
2010,1 360,1 360,GN,200058477,Brie Nangissienne,AGR
2010,20 050,20 050,PP+CMS,200058477,Brie Nangissienne,AGR
2010,380,380,BOIS,249100074,Brie Nangissienne,IND
2010,392 530,392 530,ELEC,249100074,Brie Nangissienne,IND
2010,3 562 490,3 562 490,GN,249100074,Brie Nangissienne,IND
2010,12 910,12 910,PP+CMS,249100074,Brie Nangissienne,IND
2010,34 570,29 620,BOIS,249100074,Brie Nangissienne,RES
2010,74 950,72 080,ELEC,249100074,Brie Nangissienne,RES
2010,83 420,74 130,GN,249100074,Brie Nangissienne,RES
2010,28 040,24 710,PP+CMS,249100074,Brie Nangissienne,RES
2010,44 130,43 140,ELEC,249100074,Brie Nangissienne,TER
2010,51 960,46 030,GN,249100074,Brie Nangissienne,TER
2010,3 030,2 700,PP+CMS,249100074,Brie Nangissienne,TER
2010,135 620,135 620,PP+CMS,249100074,Brie Nangissienne,TRAF
2010,3 600,3 600,BOIS,249100074,Carnelle Pays-De-France,AGR
2010,180,180,ELEC,249100074,Carnelle Pays-De-France,AGR
2010,1 820,1 820,GN,249100074,Carnelle Pays-De-France,AGR
2010,8 220,8 220,PP+CMS,249100074,Carnelle Pays-De-France,AGR
2010,8 500,8 500,ELEC,249100074,Carnelle Pays-De-France,IND
2010,230,230,GN,249100074,Carnelle Pays-De-France,IND
2010,1 340,1 340,PP+CMS,249100074,Carnelle Pays-De-France,IND
2010,22 870,18 980,BOIS,249100074,Carnelle Pays-De-France,RES
2010,95 780,91 480,ELEC,249100074,Carnelle Pays-De-France,RES
2010,153 780,133 260,GN,249100074,Carnelle Pays-De-France,RES
2010,25 690,22 210,PP+CMS,249100074,Carnelle Pays-De-France,RES
2010,70 450,68 520,ELEC,249100074,Carnelle Pays-De-France,TER
2010,32 150,27 930,GN,249100074,Carnelle Pays-De-France,TER
2010,4 690,4 090,PP+CMS,249100157,Carnelle Pays-De-France,TER
2010,215 270,215 270,PP+CMS,249100157,Carnelle Pays-De-France,TRAF
2010,1 030,1 030,ELEC,249100157,Cergy-Pontoise,AGR
2010,310,310,GN,249100157,Cergy-Pontoise,AGR
2010,8 700,8 700,PP+CMS,249100157,Cergy-Pontoise,AGR
2010,149 730,149 730,ELEC,249100157,Cergy-Pontoise,IND
2010,143 600,143 600,GN,249100157,Cergy-Pontoise,IND
2010,11 010,11 010,PP+CMS,249100157,Cergy-Pontoise,IND
2010,66 140,54 880,BOIS,249100157,Cergy-Pontoise,RES
2010,425 840,407 030,ELEC,249100157,Cergy-Pontoise,RES
2010,551 280,481 190,GN,249100157,Cergy-Pontoise,RES
2010,60 070,53 590,PP+CMS,249100157,Cergy-Pontoise,RES
2010,242 800,211 330,URB,249100157,Cergy-Pontoise,RES
2010,1 720,1 430,BOIS,249100157,Cergy-Pontoise,TER
2010,556 570,540 530,ELEC,249100157,Cergy-Pontoise,TER
2010,389 060,335 610,GN,249100157,Cergy-Pontoise,TER
2010,45 920,39 660,PP+CMS,249100157,Cergy-Pontoise,TER
2010,139 590,119 620,URB,249100157,Cergy-Pontoise,TER
2010,904 100,904 100,PP+CMS,249100157,Cergy-Pontoise,TRAF
2010,1 640,1 640,ELEC,249100157,Cœur d'Essonne Agglomération,AGR
2010,9 670,9 670,GN,249100157,Cœur d'Essonne Agglomération,AGR
2010,6 980,6 980,PP+CMS,249100157,Cœur d'Essonne Agglomération,AGR
2010,81 340,81 340,ELEC,249100157,Cœur d'Essonne Agglomération,IND
2010,229 540,229 540,GN,249100157,Cœur d'Essonne Agglomération,IND
2010,2 640,2 640,PP+CMS,249100157,Cœur d'Essonne Agglomération,IND
2010,20 520,20 520,URB,249100546,Cœur d'Essonne Agglomération,IND
2010,104 340,86 750,BOIS,249100546,Cœur d'Essonne Agglomération,RES
2010,422 990,405 460,ELEC,249100546,Cœur d'Essonne Agglomération,RES
2010,807 070,701 880,GN,249100546,Cœur d'Essonne Agglomération,RES
2010,138 850,120 380,PP+CMS,249100546,Cœur d'Essonne Agglomération,RES
2010,73 830,64 580,URB,249100546,Cœur d'Essonne Agglomération,RES
2010,485 000,471 390,ELEC,249100546,Cœur d'Essonne Agglomération,TER
2010,417 710,361 630,GN,249100546,Cœur d'Essonne Agglomération,TER
2010,31 110,27 090,PP+CMS,249100546,Cœur d'Essonne Agglomération,TER
2010,4 160,3 600,URB,249100546,Cœur d'Essonne Agglomération,TER
2010,1 155 270,1 155 270,PP+CMS,249100546,Cœur d'Essonne Agglomération,TRAF
2010,1 470,1 470,ELEC,249100546,Cœur d'Yvelines,AGR
2010,640,640,GN,249100546,Cœur d'Yvelines,AGR
2010,13 610,13 610,PP+CMS,249100546,Cœur d'Yvelines,AGR
2010,4 560,4 560,ELEC,249100546,Cœur d'Yvelines,IND
2010,13 910,13 910,GN,249100546,Cœur d'Yvelines,IND
2010,460,460,PP+CMS,249100546,Cœur d'Yvelines,IND
2010,44 720,37 140,BOIS,249100546,Cœur d'Yvelines,RES
2010,176 240,167 900,ELEC,249100546,Cœur d'Yvelines,RES
2010,180 590,156 680,GN,249100546,Cœur d'Yvelines,RES
2010,69 290,59 440,PP+CMS,249100546,Cœur d'Yvelines,RES
2010,10,10,URB,249100546,Cœur d'Yvelines,RES
2010,104 950,101 950,ELEC,249100546,Cœur d'Yvelines,TER
2010,70 500,61 160,GN,249100546,Cœur d'Yvelines,TER
2010,5 260,4 540,PP+CMS,249100546,Cœur d'Yvelines,TER
2010,2 760,2 400,URB,249100553,Cœur d'Yvelines,TER
2010,558 750,558 750,PP+CMS,249100553,Cœur d'Yvelines,TRAF
2010,790,790,ELEC,249100553,Communauté Paris-Saclay,AGR
2010,1 430,1 430,GN,249100553,Communauté Paris-Saclay,AGR
2010,10 020,10 020,PP+CMS,249100553,Communauté Paris-Saclay,AGR
2010,260 930,260 930,ELEC,249100553,Communauté Paris-Saclay,IND
2010,736 740,736 740,GN,249100553,Communauté Paris-Saclay,IND
2010,9 320,9 320,PP+CMS,249100553,Communauté Paris-Saclay,IND
2010,39 720,39 720,URB,249100553,Communauté Paris-Saclay,IND
2010,135 420,112 590,BOIS,249100553,Communauté Paris-Saclay,RES
2010,669 410,640 510,ELEC,249100553,Communauté Paris-Saclay,RES
2010,1 200 030,1 045 770,GN,249100553,Communauté Paris-Saclay,RES
2010,180 110,157 390,PP+CMS,249100553,Communauté Paris-Saclay,RES
2010,327 220,285 890,URB,249100553,Communauté Paris-Saclay,RES
2010,1 286 480,1 249 290,ELEC,249100553,Communauté Paris-Saclay,TER
2010,752 590,647 970,GN,249100553,Communauté Paris-Saclay,TER
2010,74 130,64 190,PP+CMS,249100553,Communauté Paris-Saclay,TER
2010,105 360,90 970,URB,249100553,Communauté Paris-Saclay,TER
2010,2 139 990,2 139 990,PP+CMS,249100553,Communauté Paris-Saclay,TRAF
2010,3 430,3 430,ELEC,249100553,Coulommiers Pays de Brie,AGR
2010,12 020,12 020,GN,249100553,Coulommiers Pays de Brie,AGR
2010,39 960,39 960,PP+CMS,249100553,Coulommiers Pays de Brie,AGR
2010,35 150,35 150,ELEC,249100553,Coulommiers Pays de Brie,IND
2010,39 250,39 250,GN,249100553,Coulommiers Pays de Brie,IND
2010,1 260,1 260,PP+CMS,249100553,Coulommiers Pays de Brie,IND
2010,124 450,106 610,BOIS,249100595,Coulommiers Pays de Brie,RES
2010,281 810,271 040,ELEC,249100595,Coulommiers Pays de Brie,RES
2010,275 670,245 350,GN,249100595,Coulommiers Pays de Brie,RES
2010,108 060,95 170,PP+CMS,249100595,Coulommiers Pays de Brie,RES
2010,13 830,12 320,URB,249100595,Coulommiers Pays de Brie,RES
2010,136 240,133 200,ELEC,249100595,Coulommiers Pays de Brie,TER
2010,110 840,98 410,GN,249100595,Coulommiers Pays de Brie,TER
2010,9 080,8 070,PP+CMS,249100595,Coulommiers Pays de Brie,TER
2010,9 220,8 170,URB,249100595,Coulommiers Pays de Brie,TER
2010,571 990,571 990,PP+CMS,249100595,Coulommiers Pays de Brie,TRAF
2010,1 050,1 050,ELEC,249100595,Deux Morin,AGR
2010,27 450,27 450,PP+CMS,249100595,Deux Morin,AGR
2010,77 220,77 220,ELEC,249100595,Deux Morin,IND
2010,155 350,155 350,GN,249100595,Deux Morin,IND
2010,1 920,1 920,PP+CMS,249100595,Deux Morin,IND
2010,50 890,43 600,BOIS,249100595,Deux Morin,RES
2010,85 690,82 690,ELEC,249100595,Deux Morin,RES
2010,51 880,46 310,GN,249100595,Deux Morin,RES
2010,51 970,45 590,PP+CMS,249100595,Deux Morin,RES
2010,29 640,28 980,ELEC,249100595,Deux Morin,TER
2010,13 480,11 950,GN,249100595,Deux Morin,TER
2010,2 380,2 130,PP+CMS,249100595,Deux Morin,TER
2010,77 620,77 620,PP+CMS,249100595,Deux Morin,TRAF
2010,1 110,1 110,ELEC,249100595,Deux Vallées,AGR
2010,840,840,GN,249100595,Deux Vallées,AGR
2010,12 070,12 070,PP+CMS,200035970,Deux Vallées,AGR
2010,18 610,18 610,ELEC,200035970,Deux Vallées,IND
2010,43 300,43 300,GN,200035970,Deux Vallées,IND
2010,360,360,PP+CMS,200035970,Deux Vallées,IND
2010,25 360,21 080,BOIS,200035970,Deux Vallées,RES
2010,69 090,65 990,ELEC,200035970,Deux Vallées,RES
2010,80 430,69 920,GN,200035970,Deux Vallées,RES
2010,23 670,20 390,PP+CMS,200035970,Deux Vallées,RES
2010,25 880,25 150,ELEC,200035970,Deux Vallées,TER
2010,21 420,18 610,GN,200035970,Deux Vallées,TER
2010,1 820,1 580,PP+CMS,200035970,Deux Vallées,TER
2010,100 270,100 270,PP+CMS,200035970,Deux Vallées,TRAF
2010,140,140,ELEC,200035970,Entre Juine et Renarde,AGR
2010,590,590,GN,200035970,Entre Juine et Renarde,AGR
2010,5 910,5 910,PP+CMS,200035970,Entre Juine et Renarde,AGR
2010,1 200,1 200,ELEC,200035970,Entre Juine et Renarde,IND
2010,1 030,1 030,GN,200035970,Entre Juine et Renarde,IND
2010,590,590,PP+CMS,200035970,Entre Juine et Renarde,IND
2010,26 330,21 890,BOIS,200035970,Entre Juine et Renarde,RES
2010,88 750,84 890,ELEC,200035970,Entre Juine et Renarde,RES
2010,119 890,104 020,GN,200035970,Entre Juine et Renarde,RES
2010,28 400,24 500,PP+CMS,200035970,Entre Juine et Renarde,RES
2010,26 240,25 540,ELEC,200035970,Entre Juine et Renarde,TER
2010,78 490,66 900,GN,200035970,Entre Juine et Renarde,TER
2010,2 220,1 920,PP+CMS,200035970,Entre Juine et Renarde,TER
2010,187 190,187 190,PP+CMS,200056380,Entre Juine et Renarde,TRAF
2010,390,390,ELEC,200056380,Est Ensemble,AGR
2010,1 930,1 930,GN,200056380,Est Ensemble,AGR
2010,160,160,PP+CMS,200056380,Est Ensemble,AGR
2010,134 490,134 490,ELEC,200056380,Est Ensemble,IND
2010,418 380,418 380,GN,200056380,Est Ensemble,IND
2010,9 970,9 970,PP+CMS,200056380,Est Ensemble,IND
2010,23 350,23 350,URB,200056380,Est Ensemble,IND
2010,69 770,57 900,BOIS,200056380,Est Ensemble,RES
2010,614 420,589 620,ELEC,200056380,Est Ensemble,RES
2010,1 478 000,1 291 000,GN,200056380,Est Ensemble,RES
2010,152 370,134 020,PP+CMS,200056380,Est Ensemble,RES
2010,191 530,167 230,URB,200056380,Est Ensemble,RES
2010,982 270,953 460,ELEC,200056380,Est Ensemble,TER
2010,870 760,748 410,GN,200056380,Est Ensemble,TER
2010,65 900,57 150,PP+CMS,200056380,Est Ensemble,TER
2010,98 540,84 270,URB,200056380,Est Ensemble,TER
2010,842 140,842 140,PP+CMS,200056380,Est Ensemble,TRAF
2010,4 280,4 280,ELEC,200056380,Étampois Sud-Essonne,AGR
2010,1 260,1 260,GN,200056380,Étampois Sud-Essonne,AGR
2010,31 230,31 230,PP+CMS,200056380,Étampois Sud-Essonne,AGR
2010,25 240,25 240,ELEC,200056380,Étampois Sud-Essonne,IND
2010,34 390,34 390,GN,200056380,Étampois Sud-Essonne,IND
2010,7 810,7 810,PP+CMS,200056380,Étampois Sud-Essonne,IND
2010,50 690,42 150,BOIS,200056380,Étampois Sud-Essonne,RES
2010,160 360,152 720,ELEC,200058485,Étampois Sud-Essonne,RES
2010,158 850,138 570,GN,200058485,Étampois Sud-Essonne,RES
2010,60 650,52 150,PP+CMS,200058485,Étampois Sud-Essonne,RES
2010,99 090,96 320,ELEC,200058485,Étampois Sud-Essonne,TER
2010,84 730,73 350,GN,200058485,Étampois Sud-Essonne,TER
2010,7 570,6 580,PP+CMS,200058485,Étampois Sud-Essonne,TER
2010,286 740,286 740,PP+CMS,200058485,Étampois Sud-Essonne,TRAF
2010,370,370,ELEC,200058485,Gally Mauldre,AGR
2010,5 960,5 960,GN,200058485,Gally Mauldre,AGR
2010,10 620,10 620,PP+CMS,200058485,Gally Mauldre,AGR
2010,1 920,1 920,ELEC,200058485,Gally Mauldre,IND
2010,1 980,1 980,GN,200058485,Gally Mauldre,IND
2010,140,140,PP+CMS,200058485,Gally Mauldre,IND
2010,17 000,14 120,BOIS,200058485,Gally Mauldre,RES
2010,88 020,83 970,ELEC,200058485,Gally Mauldre,RES
2010,130 830,113 250,GN,200058485,Gally Mauldre,RES
2010,26 930,23 170,PP+CMS,200058485,Gally Mauldre,RES
2010,26 230,25 480,ELEC,200058485,Gally Mauldre,TER
2010,18 750,16 190,GN,200058485,Gally Mauldre,TER
2010,1 930,1 660,PP+CMS,200058485,Gally Mauldre,TER
2010,208 520,208 520,PP+CMS,200058485,Gally Mauldre,TRAF
2010,3 450,3 450,ELEC,200058485,Gâtinais Val de Loing,AGR
2010,23 490,23 490,PP+CMS,200058485,Gâtinais Val de Loing,AGR
2010,1 500,1 500,BOIS,200058485,Gâtinais Val de Loing,IND
2010,19 750,19 750,ELEC,200058485,Gâtinais Val de Loing,IND
2010,148 860,148 860,GN,200073013,Gâtinais Val de Loing,IND
2010,6 990,6 990,PP+CMS,200073013,Gâtinais Val de Loing,IND
2010,35 600,30 490,BOIS,200073013,Gâtinais Val de Loing,RES
2010,63 460,61 160,ELEC,200073013,Gâtinais Val de Loing,RES
2010,39 880,35 520,GN,200073013,Gâtinais Val de Loing,RES
2010,37 110,32 530,PP+CMS,200073013,Gâtinais Val de Loing,RES
2010,24 700,24 140,ELEC,200073013,Gâtinais Val de Loing,TER
2010,15 100,13 460,GN,200073013,Gâtinais Val de Loing,TER
2010,1 920,1 710,PP+CMS,200073013,Gâtinais Val de Loing,TER
2010,228 280,228 280,PP+CMS,200073013,Gâtinais Val de Loing,TRAF
2010,290,290,ELEC,200073013,Grand Paris Grand Est,AGR
2010,5 530,5 530,GN,200073013,Grand Paris Grand Est,AGR
2010,590,590,PP+CMS,200073013,Grand Paris Grand Est,AGR
2010,109 990,109 990,ELEC,200073013,Grand Paris Grand Est,IND
2010,589 940,589 940,GN,200073013,Grand Paris Grand Est,IND
2010,4 750,4 750,PP+CMS,200073013,Grand Paris Grand Est,IND
2010,46 440,46 440,URB,200073013,Grand Paris Grand Est,IND
2010,112 550,93 390,BOIS,200073013,Grand Paris Grand Est,RES
2010,743 360,712 200,ELEC,200073013,Grand Paris Grand Est,RES
2010,1 760 260,1 529 150,GN,200073013,Grand Paris Grand Est,RES
2010,188 080,164 130,PP+CMS,200073013,Grand Paris Grand Est,RES
2010,48 090,41 920,URB,200073013,Grand Paris Grand Est,RES
2010,782 620,760 580,ELEC,200073013,Grand Paris Grand Est,TER
2010,643 420,555 110,GN,200073013,Grand Paris Grand Est,TER
2010,52 050,45 180,PP+CMS,200073013,Grand Paris Grand Est,TER
2010,9 850,8 490,URB,249500430,Grand Paris Grand Est,TER
2010,1 074 380,1 074 380,PP+CMS,249500430,Grand Paris Grand Est,TRAF
2010,1 200,1 200,ELEC,249500430,Grand Paris Seine et Oise,AGR
2010,2 120,2 120,GN,249500430,Grand Paris Seine et Oise,AGR
2010,24 870,24 870,PP+CMS,249500430,Grand Paris Seine et Oise,AGR
2010,1 255 900,1 255 900,ELEC,249500430,Grand Paris Seine et Oise,IND
2010,1 664 330,1 664 330,GN,249500430,Grand Paris Seine et Oise,IND
2010,370 110,370 110,PP+CMS,249500430,Grand Paris Seine et Oise,IND
2010,19 840,19 840,URB,249500430,Grand Paris Seine et Oise,IND
2010,225 810,187 550,BOIS,249500430,Grand Paris Seine et Oise,RES
2010,931 600,890 090,ELEC,249500430,Grand Paris Seine et Oise,RES
2010,1 470 890,1 279 730,GN,249500430,Grand Paris Seine et Oise,RES
2010,281 920,244 110,PP+CMS,249500430,Grand Paris Seine et Oise,RES
2010,121 380,106 040,URB,249500430,Grand Paris Seine et Oise,RES
2010,740,610,BOIS,249500430,Grand Paris Seine et Oise,TER
2010,939 180,912 710,ELEC,249500430,Grand Paris Seine et Oise,TER
2010,773 480,668 450,GN,249500430,Grand Paris Seine et Oise,TER
2010,52 370,45 490,PP+CMS,249500430,Grand Paris Seine et Oise,TER
2010,27 280,23 440,URB,249500430,Grand Paris Seine et Oise,TER
2010,2 591 670,2 591 670,PP+CMS,249500430,Grand Paris Seine et Oise,TRAF
2010,420,420,ELEC,249500430,Grand Paris Seine Ouest,AGR
2010,880,880,GN,249500430,Grand Paris Seine Ouest,AGR
2010,300,300,PP+CMS,249500430,Grand Paris Seine Ouest,AGR
2010,68 090,68 090,ELEC,249500430,Grand Paris Seine Ouest,IND
2010,233 530,233 530,GN,249500430,Grand Paris Seine Ouest,IND
2010,8 450,8 450,PP+CMS,249500455,Grand Paris Seine Ouest,IND
2010,47 780,47 780,URB,249500455,Grand Paris Seine Ouest,IND
2010,34 270,28 370,BOIS,249500455,Grand Paris Seine Ouest,RES
2010,601 550,573 980,ELEC,249500455,Grand Paris Seine Ouest,RES
2010,1 346 610,1 180 460,GN,249500455,Grand Paris Seine Ouest,RES
2010,229 340,200 070,PP+CMS,249500455,Grand Paris Seine Ouest,RES
2010,218 910,191 040,URB,249500455,Grand Paris Seine Ouest,RES
2010,1 048 510,1 015 970,ELEC,249500455,Grand Paris Seine Ouest,TER
2010,475 360,407 960,GN,249500455,Grand Paris Seine Ouest,TER
2010,66 090,56 830,PP+CMS,249500455,Grand Paris Seine Ouest,TER
2010,172 550,147 280,URB,249500455,Grand Paris Seine Ouest,TER
2010,740 460,740 460,PP+CMS,249500455,Grand Paris Seine Ouest,TRAF
2010,580,580,ELEC,249500455,Grand Paris Sud Est Avenir,AGR
2010,11 980,11 980,GN,249500455,Grand Paris Sud Est Avenir,AGR
2010,11 360,11 360,PP+CMS,249500455,Grand Paris Sud Est Avenir,AGR
2010,155 440,155 440,ELEC,249500455,Grand Paris Sud Est Avenir,IND
2010,320 910,320 910,GN,249500455,Grand Paris Sud Est Avenir,IND
2010,10 970,10 970,PP+CMS,249500455,Grand Paris Sud Est Avenir,IND
2010,3 390,3 390,URB,249500455,Grand Paris Sud Est Avenir,IND
2010,108 910,89 900,BOIS,249500455,Grand Paris Sud Est Avenir,RES
2010,569 670,546 910,ELEC,249500455,Grand Paris Sud Est Avenir,RES
2010,1 007 160,877 010,GN,249500455,Grand Paris Sud Est Avenir,RES
2010,185 030,160 580,PP+CMS,249500455,Grand Paris Sud Est Avenir,RES
2010,458 590,398 560,URB,249500455,Grand Paris Sud Est Avenir,RES
2010,671 260,651 270,ELEC,249500455,Grand Paris Sud Est Avenir,TER
2010,862 110,737 140,GN,249500489,Grand Paris Sud Est Avenir,TER
2010,54 120,46 640,PP+CMS,249500489,Grand Paris Sud Est Avenir,TER
2010,118 080,100 700,URB,249500489,Grand Paris Sud Est Avenir,TER
2010,759 890,759 890,PP+CMS,249500489,Grand Paris Sud Est Avenir,TRAF
2010,170,170,BOIS,249500489,Grand Paris Sud Seine Essonne Sénart,AGR
2010,780,780,ELEC,249500489,Grand Paris Sud Seine Essonne Sénart,AGR
2010,6 400,6 400,PP+CMS,249500489,Grand Paris Sud Seine Essonne Sénart,AGR
2010,150,150,BOIS,249500489,Grand Paris Sud Seine Essonne Sénart,IND
2010,584 870,584 870,ELEC,249500489,Grand Paris Sud Seine Essonne Sénart,IND
2010,738 700,738 700,GN,249500489,Grand Paris Sud Seine Essonne Sénart,IND
2010,8 130,8 130,PP+CMS,249500489,Grand Paris Sud Seine Essonne Sénart,IND
2010,5 520,5 520,URB,249500489,Grand Paris Sud Seine Essonne Sénart,IND
2010,154 060,129 620,BOIS,249500489,Grand Paris Sud Seine Essonne Sénart,RES
2010,638 500,614 980,ELEC,249500489,Grand Paris Sud Seine Essonne Sénart,RES
2010,1 170 230,1 028 900,GN,249500489,Grand Paris Sud Seine Essonne Sénart,RES
2010,103 420,92 450,PP+CMS,249500489,Grand Paris Sud Seine Essonne Sénart,RES
2010,307 200,268 020,URB,249500489,Grand Paris Sud Seine Essonne Sénart,RES
2010,981 560,955 380,ELEC,249500489,Grand Paris Sud Seine Essonne Sénart,TER
2010,697 570,604 350,GN,249500489,Grand Paris Sud Seine Essonne Sénart,TER
2010,64 030,55 890,PP+CMS,249500489,Grand Paris Sud Seine Essonne Sénart,TER
2010,96 870,82 660,URB,249500489,Grand Paris Sud Seine Essonne Sénart,TER
2010,2 564 350,2 564 350,PP+CMS,249500489,Grand Paris Sud Seine Essonne Sénart,TRAF
2010,520,520,ELEC,249500489,Grand-Orly Seine Bièvre,AGR
2010,14 130,14 130,GN,249500489,Grand-Orly Seine Bièvre,AGR
2010,3 310,3 310,PP+CMS,249500489,Grand-Orly Seine Bièvre,AGR
2010,454 750,454 750,ELEC,249500513,Grand-Orly Seine Bièvre,IND
