secteur,annee,insee,commune,emission
Agriculture,2012,78444,Neauphlette,1.8
Agriculture,2012,78451,Nézel,0.2
Agriculture,2012,78455,Noisy-le-Roi,1.3
Agriculture,2012,78460,Oinville-sur-Montcient,0.1
Agriculture,2012,78464,Orcemont,1.2
Agriculture,2012,78465,Orgerus,1
Agriculture,2012,78466,Orgeval,1.1
Agriculture,2012,78470,Orphin,0.8
Agriculture,2012,78472,Orsonville,1.5
Agriculture,2012,78474,Orvilliers,0.5
Agriculture,2012,78475,Osmoy,0.8
Agriculture,2012,78478,Paray-Douaville,1.3
Agriculture,2012,78481,Le Pecq,0
Agriculture,2012,78484,Perdreauville,1.1
Agriculture,2012,78486,Le Perray-en-Yvelines,0.4
Agriculture,2012,78490,Plaisir,0.8
Agriculture,2012,78497,Poigny-la-Forêt,0.1
Agriculture,2012,78498,Poissy,0.8
Agriculture,2012,78499,Ponthévrard,0.1
Agriculture,2012,78501,Porcheville,0.1
Agriculture,2012,78505,Prunay-le-Temple,0.6
Agriculture,2012,78506,Prunay-en-Yvelines,2.5
Agriculture,2012,78513,La Queue-les-Yvelines,0.6
Agriculture,2012,78516,Raizeux,0.8
Agriculture,2012,78517,Rambouillet,1.3
Agriculture,2012,78518,Rennemoulin,0.2
Agriculture,2012,78520,Richebourg,0.5
Agriculture,2012,78522,Rochefort-en-Yvelines,0.1
Agriculture,2012,78530,Rosay,0.4
Agriculture,2012,78531,Rosny-sur-Seine,0.8
Agriculture,2012,78536,Sailly,0.7
Agriculture,2012,78537,Saint-Arnoult-en-Yvelines,0.4
Agriculture,2012,78545,Saint-Cyr-l'École,0.3
Agriculture,2012,78548,Saint-Forget,0.1
Agriculture,2012,78550,Saint-Germain-de-la-Grange,0.2
Agriculture,2012,78551,Saint-Germain-en-Laye,0.3
Agriculture,2012,78557,Saint-Hilarion,0.6
Agriculture,2012,78558,Saint-Illiers-la-Ville,0.6
Agriculture,2012,78559,Saint-Illiers-le-Bois,0.2
Agriculture,2012,78561,Saint-Lambert,0.9
Agriculture,2012,78562,Saint-Léger-en-Yvelines,0
Agriculture,2012,78564,Saint-Martin-de-Bréthencourt,2.1
Agriculture,2012,78565,Saint-Martin-des-Champs,0.6
Agriculture,2012,78567,Saint-Martin-la-Garenne,0.4
Agriculture,2012,78569,Sainte-Mesme,0.2
Agriculture,2012,78571,Saint-Nom-la-Bretèche,1.8
Agriculture,2012,78575,Saint-Rémy-lès-Chevreuse,0.2
Agriculture,2012,78576,Saint-Rémy-l'Honoré,0.7
Agriculture,2012,78586,Sartrouville,0.1
Agriculture,2012,78588,Saulx-Marchais,1.1
Agriculture,2012,78590,Senlisse,0
Agriculture,2012,78591,Septeuil,0.4
Agriculture,2012,78597,Soindres,0.3
Agriculture,2012,78601,Sonchamp,5.1
Agriculture,2012,78605,Tacoignières,0.1
Agriculture,2012,78606,Le Tartre-Gaudran,0.2
Agriculture,2012,78608,Le Tertre-Saint-Denis,0.7
Agriculture,2012,78609,Tessancourt-sur-Aubette,0.1
Agriculture,2012,78615,Thiverval-Grignon,0.9
Agriculture,2012,78616,Thoiry,0.6
Agriculture,2012,78618,Tilly,1.1
Agriculture,2012,78620,Toussus-le-Noble,0.1
Agriculture,2012,78621,Trappes,0
Agriculture,2012,78623,Le Tremblay-sur-Mauldre,0.3
Agriculture,2012,78624,Triel-sur-Seine,0.1
Agriculture,2012,78638,Vaux-sur-Seine,0
Agriculture,2012,78640,Vélizy-Villacoublay,0
Agriculture,2012,78642,Verneuil-sur-Seine,0
Agriculture,2012,78643,Vernouillet,0.1
Agriculture,2012,78644,La Verrière,0
Agriculture,2012,78646,Versailles,0.5
Agriculture,2012,78647,Vert,0.2
Agriculture,2012,78650,Le Vésinet,0
Agriculture,2012,78653,Vicq,0.6
Agriculture,2012,78655,Vieille-Église-en-Yvelines,0.2
Agriculture,2012,78668,La Villeneuve-en-Chevrie,1.4
Agriculture,2012,78672,Villennes-sur-Seine,0
Agriculture,2012,78674,Villepreux,0.8
Agriculture,2012,78677,Villette,0.7
Agriculture,2012,78681,Villiers-le-Mahieu,0.4
Agriculture,2012,78683,Villiers-Saint-Frédéric,0.2
Agriculture,2012,78688,Voisins-le-Bretonneux,0.1
Agriculture,2012,91001,Abbéville-la-Rivière,1.5
Agriculture,2012,91016,Angerville,1.9
Agriculture,2012,91017,Angervilliers,0.3
Agriculture,2012,91021,Arpajon,0
Agriculture,2012,91022,Arrancourt,0.4
Agriculture,2012,91027,Athis-Mons,0
Agriculture,2012,91035,Authon-la-Plaine,1.4
Agriculture,2012,91037,Auvernaux,0.3
Agriculture,2012,91038,Auvers-Saint-Georges,0.2
Agriculture,2012,91041,Avrainville,1.6
Agriculture,2012,91044,Ballainvilliers,0.3
Agriculture,2012,91045,Ballancourt-sur-Essonne,0.8
Agriculture,2012,91047,Baulne,0.2
Agriculture,2012,91064,Bièvres,0.1
Agriculture,2012,91067,Blandy,1.2
Agriculture,2012,91069,Boigneville,0.9
Agriculture,2012,91075,Bois-Herpin,0.2
Agriculture,2012,91079,Boissy-la-Rivière,0.7
Agriculture,2012,91080,Boissy-le-Cutté,0.1
Agriculture,2012,91081,Boissy-le-Sec,2.3
Agriculture,2012,91085,Boissy-sous-Saint-Yon,0.4
Agriculture,2012,91093,Boullay-les-Troux,0.2
Agriculture,2012,91095,Bouray-sur-Juine,0.3
Agriculture,2012,91097,Boussy-Saint-Antoine,0
Agriculture,2012,91098,Boutervilliers,0.8
Agriculture,2012,91099,Boutigny-sur-Essonne,1.1
Agriculture,2012,91100,Bouville,1.2
Agriculture,2012,91103,Brétigny-sur-Orge,1.4
Agriculture,2012,91105,Breuillet,0.2
Agriculture,2012,91106,Breux-Jouy,0.2
Agriculture,2012,91109,Brières-les-Scellés,0.8
Agriculture,2012,91111,Briis-sous-Forges,0.6
Agriculture,2012,91112,Brouy,1
Agriculture,2012,91114,Brunoy,0
Agriculture,2012,91115,Bruyères-le-Châtel,0.3
Agriculture,2012,91121,Buno-Bonnevaux,0.9
Agriculture,2012,91122,Bures-sur-Yvette,0
Agriculture,2012,91129,Cerny,1.3
Agriculture,2012,91130,Chalo-Saint-Mars,1.7
Agriculture,2012,91131,Chalou-Moulineux,0.8
Agriculture,2012,91132,Chamarande,0.1
Agriculture,2012,91135,Champcueil,1.1
Agriculture,2012,91136,Champlan,0.1
Agriculture,2012,91137,Champmotteux,0.6
Agriculture,2012,91145,Chatignonville,0.8
Agriculture,2012,91148,Chauffour-lès-Étréchy,0.7
Agriculture,2012,91156,Cheptainville,1
Agriculture,2012,91159,Chevannes,0.9
Agriculture,2012,91161,Chilly-Mazarin,0.1
Agriculture,2012,91174,Corbeil-Essonnes,0
Agriculture,2012,91175,Corbreuse,1.4
Agriculture,2012,91179,Le Coudray-Montceaux,0.4
Agriculture,2012,91180,Courances,0.9
Agriculture,2012,91184,Courdimanche-sur-Essonne,0.2
Agriculture,2012,91186,Courson-Monteloup,0.2
Agriculture,2012,91195,Dannemois,0.4
Agriculture,2012,91198,D'Huison-Longueville,0.3
Agriculture,2012,91200,Dourdan,1
Agriculture,2012,91201,Draveil,0.2
Agriculture,2012,91204,Écharcon,0.3
Agriculture,2012,91207,Égly,0
Agriculture,2012,91216,Épinay-sur-Orge,0.1
Agriculture,2012,91223,Étampes,4.4
Agriculture,2012,91225,Étiolles,0
Agriculture,2012,91226,Étréchy,1.2
Agriculture,2012,91228,Evry-Courcouronnes,0
Agriculture,2012,91232,La Ferté-Alais,0.1
Agriculture,2012,91235,Fleury-Mérogis,0
Agriculture,2012,91240,Fontaine-la-Rivière,0.2
Agriculture,2012,91243,Fontenay-lès-Briis,0.8
Agriculture,2012,91244,Fontenay-le-Vicomte,0.8
Agriculture,2012,91247,La Forêt-le-Roi,0.4
Agriculture,2012,91248,La Forêt-Sainte-Croix,0.3
Agriculture,2012,91249,Forges-les-Bains,1.4
Agriculture,2012,91272,Gif-sur-Yvette,0.1
Agriculture,2012,91273,Gironville-sur-Essonne,1.3
Agriculture,2012,91274,Gometz-la-Ville,1.8
Agriculture,2012,91275,Gometz-le-Châtel,0.2
Agriculture,2012,91284,Les Granges-le-Roi,0.8
Agriculture,2012,91286,Grigny,0
Agriculture,2012,91293,Guigneville-sur-Essonne,0.5
Agriculture,2012,91294,Guillerval,0.8
Agriculture,2012,91312,Igny,0
Agriculture,2012,91315,Itteville,0.3
Agriculture,2012,91318,Janville-sur-Juine,0.2
Agriculture,2012,91319,Janvry,0.7
Agriculture,2012,91330,Lardy,0.1
Agriculture,2012,91332,Leudeville,1.3
Agriculture,2012,91333,Leuville-sur-Orge,0
Agriculture,2012,91338,Limours,1.1
Agriculture,2012,91339,Linas,0
Agriculture,2012,91340,Lisses,0.1
Agriculture,2012,91345,Longjumeau,0
Agriculture,2012,91347,Longpont-sur-Orge,0.1
Agriculture,2012,91359,Maisse,1.7
Agriculture,2012,91363,Marcoussis,1.3
Agriculture,2012,91374,Marolles-en-Beauce,0.7
Agriculture,2012,91376,Marolles-en-Hurepoix,0.2
Agriculture,2012,91377,Massy,0
Agriculture,2012,91378,Mauchamps,0
Agriculture,2012,91386,Mennecy,0.4
Agriculture,2012,91390,Le Mérévillois,4.8
Agriculture,2012,91393,Mérobert,1.7
Agriculture,2012,91399,Mespuits,1
Agriculture,2012,91405,Milly-la-Forêt,1.5
Agriculture,2012,91408,Moigny-sur-École,0.6
Agriculture,2012,91411,Les Molières,0.3
Agriculture,2012,91412,Mondeville,0.7
Agriculture,2012,91414,Monnerville,1.5
Agriculture,2012,91425,Montlhéry,0
Agriculture,2012,91432,Morangis,0.2
Agriculture,2012,91433,Morigny-Champigny,3.3
Agriculture,2012,91434,Morsang-sur-Orge,0
Agriculture,2012,91441,Nainville-les-Roches,0.3
Agriculture,2012,91457,La Norville,0.1
Agriculture,2012,91458,Nozay,0.1
Agriculture,2012,91461,Ollainville,0.2
Agriculture,2012,91463,Oncy-sur-École,0.2
Agriculture,2012,91468,Ormoy,0.1
Agriculture,2012,91469,Ormoy-la-Rivière,0.9
Agriculture,2012,91471,Orsay,0.2
Agriculture,2012,91473,Orveau,0.6
Agriculture,2012,91477,Palaiseau,0.1
Agriculture,2012,91479,Paray-Vieille-Poste,0
Agriculture,2012,91482,Pecqueuse,0.5
Agriculture,2012,91494,Le Plessis-Pâté,0.9
Agriculture,2012,91495,Plessis-Saint-Benoist,0.7
Agriculture,2012,91507,Prunay-sur-Essonne,0.8
Agriculture,2012,91508,Puiselet-le-Marais,1.5
Agriculture,2012,91511,Pussay,1.3
Agriculture,2012,91514,Quincy-sous-Sénart,0
Agriculture,2012,91519,Richarville,1.2
Agriculture,2012,91521,Ris-Orangis,0
Agriculture,2012,91525,Roinville,0.5
Agriculture,2012,91526,Roinvilliers,0.8
Agriculture,2012,91533,Saclas,0.7
Agriculture,2012,91534,Saclay,2.4
Agriculture,2012,91538,Saint-Aubin,0.1
Agriculture,2012,91540,Saint-Chéron,0.3
Agriculture,2012,91544,Saint-Cyr-la-Rivière,0.7
Agriculture,2012,91546,Saint-Cyr-sous-Dourdan,0.3
Agriculture,2012,91547,Saint-Escobille,0.7
Agriculture,2012,91549,Sainte-Geneviève-des-Bois,0.1
Agriculture,2012,91552,Saint-Germain-lès-Arpajon,0.1
Agriculture,2012,91553,Saint-Germain-lès-Corbeil,0
Agriculture,2012,91556,Saint-Hilaire,0.2
Agriculture,2012,91560,Saint-Jean-de-Beauregard,0
Agriculture,2012,91568,Saint-Maurice-Montcouronne,0.3
Agriculture,2012,91570,Saint-Michel-sur-Orge,0
Agriculture,2012,91573,Saint-Pierre-du-Perray,0.3
Agriculture,2012,91578,Saint-Sulpice-de-Favières,0.2
Agriculture,2012,91579,Saint-Vrain,0.4
Agriculture,2012,91581,Saint-Yon,0.1
Agriculture,2012,91587,Saulx-les-Chartreux,1
Agriculture,2012,91589,Savigny-sur-Orge,1.9
Agriculture,2012,91593,Sermaise,1.1
Agriculture,2012,91599,Soisy-sur-École,0.9
Agriculture,2012,91602,Souzy-la-Briche,0.4
Agriculture,2012,91613,Congerville-Thionville,1.2
Agriculture,2012,91617,Tigery,0.3
Agriculture,2012,91619,Torfou,0.7
Agriculture,2012,91629,Valpuiseaux,1.3
Agriculture,2012,91630,Le Val-Saint-Germain,1.2
Agriculture,2012,91631,Varennes-Jarcy,0
Agriculture,2012,91634,Vaugrigneuse,0.6
Agriculture,2012,91635,Vauhallan,0
Agriculture,2012,91639,Vayres-sur-Essonne,0.2
Agriculture,2012,91645,Verrières-le-Buisson,0.1
Agriculture,2012,91648,Vert-le-Grand,1.8
Agriculture,2012,91649,Vert-le-Petit,0.3
Agriculture,2012,91654,Videlles,1.7
Agriculture,2012,91657,Vigneux-sur-Seine,0
Agriculture,2012,91659,Villabé,0
Agriculture,2012,91661,Villebon-sur-Yvette,0.3
Agriculture,2012,91662,Villeconin,1.2
Agriculture,2012,91665,La Ville-du-Bois,0
Agriculture,2012,91666,Villejust,0.3
Agriculture,2012,91671,Villeneuve-sur-Auvers,0.9
Agriculture,2012,91679,Villiers-le-Bâcle,0.1
Agriculture,2012,91685,Villiers-sur-Orge,0
Agriculture,2012,91687,Viry-Châtillon,0
Agriculture,2012,91689,Wissous,0.4
Agriculture,2012,91691,Yerres,0
Agriculture,2012,91692,Les Ulis,0
Agriculture,2012,92002,Antony,0.1
Agriculture,2012,92004,Asnières-sur-Seine,0
Agriculture,2012,92007,Bagneux,0
Agriculture,2012,92012,Boulogne-Billancourt,0
Agriculture,2012,92019,Châtenay-Malabry,0.2
Agriculture,2012,92020,Châtillon,0.3
Agriculture,2012,92023,Clamart,0
Agriculture,2012,92024,Clichy,0
Agriculture,2012,92025,Colombes,0
Agriculture,2012,92026,Courbevoie,0.1
Agriculture,2012,92032,Fontenay-aux-Roses,0
Agriculture,2012,92033,Garches,0
Agriculture,2012,92040,Issy-les-Moulineaux,0.2
Agriculture,2012,92048,Meudon,0.1
Agriculture,2012,92049,Montrouge,0.4
Agriculture,2012,92050,Nanterre,0
Agriculture,2012,92051,Neuilly-sur-Seine,0
Agriculture,2012,92062,Puteaux,0
Agriculture,2012,92063,Rueil-Malmaison,0.3
Agriculture,2012,92064,Saint-Cloud,0
Agriculture,2012,92071,Sceaux,0.3
Agriculture,2012,92072,Sèvres,0
Agriculture,2012,92073,Suresnes,0
Agriculture,2012,92076,Vaucresson,0
Agriculture,2012,93001,Aubervilliers,0.2
Agriculture,2012,93005,Aulnay-sous-Bois,0
Agriculture,2012,93006,Bagnolet,0
Agriculture,2012,93007,Le Blanc-Mesnil,0
Agriculture,2012,93010,Bondy,0
Agriculture,2012,93015,Coubron,0
Agriculture,2012,93027,La Courneuve,0
Agriculture,2012,93029,Drancy,0
Agriculture,2012,93032,Gagny,0
Agriculture,2012,93045,Les Lilas,0
Agriculture,2012,93046,Livry-Gargan,0.9
Agriculture,2012,93047,Montfermeil,0
Agriculture,2012,93048,Montreuil,0.3
Agriculture,2012,93049,Neuilly-Plaisance,0
Agriculture,2012,93050,Neuilly-sur-Marne,0
Agriculture,2012,93051,Noisy-le-Grand,0
Agriculture,2012,93053,Noisy-le-Sec,0
Agriculture,2012,93055,Pantin,0
Agriculture,2012,93061,Le Pré-Saint-Gervais,0.1
Agriculture,2012,93064,Rosny-sous-Bois,1.4
Agriculture,2012,93066,Saint-Denis,0.1
Agriculture,2012,93070,Saint-Ouen,0.1
Agriculture,2012,93071,Sevran,0.1
Agriculture,2012,93072,Stains,0
Agriculture,2012,93073,Tremblay-en-France,0.7
Agriculture,2012,93074,Vaujours,0.1
Agriculture,2012,93078,Villepinte,0
Agriculture,2012,93079,Villetaneuse,0
Agriculture,2012,94002,Alfortville,0.1
Agriculture,2012,94003,Arcueil,0
Agriculture,2012,94004,Boissy-Saint-Léger,0.2
Agriculture,2012,94011,Bonneuil-sur-Marne,0
Agriculture,2012,94015,Bry-sur-Marne,0
Agriculture,2012,94016,Cachan,0
Agriculture,2012,94017,Champigny-sur-Marne,0
Agriculture,2012,94019,Chennevières-sur-Marne,0
Agriculture,2012,94028,Créteil,0
Agriculture,2012,94033,Fontenay-sous-Bois,0.1
Agriculture,2012,94041,Ivry-sur-Seine,0
Agriculture,2012,94043,Le Kremlin-Bicêtre,0
Agriculture,2012,94044,Limeil-Brévannes,0
Agriculture,2012,94046,Maisons-Alfort,0
Agriculture,2012,94047,Mandres-les-Roses,2.7
Agriculture,2012,94048,Marolles-en-Brie,0
Agriculture,2012,94052,Nogent-sur-Marne,0
Agriculture,2012,94053,Noiseau,0.2
Agriculture,2012,94056,Périgny,1.4
Agriculture,2012,94058,Le Perreux-sur-Marne,0
Agriculture,2012,94059,Le Plessis-Trévise,0
Agriculture,2012,94060,La Queue-en-Brie,0.4
Agriculture,2012,94065,Rungis,0.4
Agriculture,2012,94067,Saint-Mandé,0
Agriculture,2012,94068,Saint-Maur-des-Fossés,0.1
Agriculture,2012,94069,Saint-Maurice,0
Agriculture,2012,94070,Santeny,0.4
Agriculture,2012,94071,Sucy-en-Brie,0
Agriculture,2012,94073,Thiais,0.5
Agriculture,2012,94074,Valenton,0
Agriculture,2012,94075,Villecresnes,0
Agriculture,2012,94076,Villejuif,0.1
Agriculture,2012,94077,Villeneuve-le-Roi,0
Agriculture,2012,94078,Villeneuve-Saint-Georges,0
Agriculture,2012,94079,Villiers-sur-Marne,0
Agriculture,2012,94081,Vitry-sur-Seine,0.3
Agriculture,2012,95002,Ableiges,0.4
Agriculture,2012,95008,Aincourt,0.4
Agriculture,2012,95011,Ambleville,0.9
Agriculture,2012,95012,Amenucourt,0.3
Agriculture,2012,95014,Andilly,0
Agriculture,2012,95018,Argenteuil,0.2
Agriculture,2012,95019,Arnouville,0.1
Agriculture,2012,95023,Arronville,1.4
Agriculture,2012,95024,Arthies,0
Agriculture,2012,95026,Asnières-sur-Oise,0.5
Agriculture,2012,95028,Attainville,0.9
Agriculture,2012,95039,Auvers-sur-Oise,0.9
Agriculture,2012,95040,Avernes,1.7
Agriculture,2012,95042,Baillet-en-France,0.5
Agriculture,2012,95046,Banthelu,0.9
Agriculture,2012,95051,Beauchamp,0
Agriculture,2012,95052,Beaumont-sur-Oise,0
Agriculture,2012,95054,Le Bellay-en-Vexin,0.6
Agriculture,2012,95055,Bellefontaine,0.4
Agriculture,2012,95056,Belloy-en-France,2
Agriculture,2012,95058,Bernes-sur-Oise,0.9
Agriculture,2012,95059,Berville,0.8
Agriculture,2012,95060,Bessancourt,0.2
Agriculture,2012,95061,Béthemont-la-Forêt,0.2
Agriculture,2012,95063,Bezons,0.3
Agriculture,2012,95074,Boisemont,0
Agriculture,2012,95078,Boissy-l'Aillerie,0.4
Agriculture,2012,95088,Bonneuil-en-France,0
Agriculture,2012,95091,Bouffémont,0.1
Agriculture,2012,95094,Bouqueval,0.3
Agriculture,2012,95101,Bray-et-Lû,0.1
Agriculture,2012,95102,Bréançon,0.6
Agriculture,2012,95116,Bruyères-sur-Oise,0
Agriculture,2012,95119,Buhy,0.7
Agriculture,2012,95120,Butry-sur-Oise,0.6
Agriculture,2012,95127,Cergy,1.1
Agriculture,2012,95134,Champagne-sur-Oise,1
Agriculture,2012,95139,La Chapelle-en-Vexin,0.4
Agriculture,2012,95141,Charmont,0.3
Agriculture,2012,95142,Chars,0.9
Agriculture,2012,95144,Châtenay-en-France,0.2
Agriculture,2012,95149,Chaumontel,0.2
Agriculture,2012,95150,Chaussy,1.5
Agriculture,2012,95151,Chauvry,0.1
Agriculture,2012,95154,Chennevières-lès-Louvres,0.5
Agriculture,2012,95157,Chérence,0.3
Agriculture,2012,95166,Cléry-en-Vexin,0.9
Agriculture,2012,95169,Commeny,2.1
Agriculture,2012,95170,Condécourt,0.9
Agriculture,2012,95176,Cormeilles-en-Parisis,1.1
Agriculture,2012,95177,Cormeilles-en-Vexin,2.3
Agriculture,2012,95181,Courcelles-sur-Viosne,0.3
Agriculture,2012,95183,Courdimanche,0.3
Agriculture,2012,95197,Deuil-la-Barre,0.7
Agriculture,2012,95199,Domont,0.2
Agriculture,2012,95203,Eaubonne,0
Agriculture,2012,95205,Écouen,0.7
Agriculture,2012,95210,Enghien-les-Bains,0
Agriculture,2012,95211,Ennery,1.4
Agriculture,2012,95212,Épiais-lès-Louvres,0.3
Agriculture,2012,95213,Épiais-Rhus,0.9
Agriculture,2012,95214,Épinay-Champlâtreux,0.3
Agriculture,2012,95218,Éragny,0.1
Agriculture,2012,95219,Ermont,0
Agriculture,2012,95229,Ézanville,0.1
Agriculture,2012,95241,Fontenay-en-Parisis,0.6
Agriculture,2012,95250,Fosses,0.2
Agriculture,2012,95252,Franconville,0
Agriculture,2012,95253,Frémainville,0.4
Agriculture,2012,95254,Frémécourt,0.9
Agriculture,2012,95256,Frépillon,0.1
Agriculture,2012,95257,La Frette-sur-Seine,0
Agriculture,2012,95258,Frouville,0.4
Agriculture,2012,95268,Garges-lès-Gonesse,0
Agriculture,2012,95270,Genainville,0.5
Agriculture,2012,95271,Génicourt,1.6
Agriculture,2012,95277,Gonesse,0.6
Agriculture,2012,95280,Goussainville,4.9
Agriculture,2012,95282,Gouzangrez,0.1
Agriculture,2012,95287,Grisy-les-Plâtres,0.3
Agriculture,2012,95288,Groslay,0.3
Agriculture,2012,95295,Guiry-en-Vexin,0.4
Agriculture,2012,95298,Haravilliers,1
Agriculture,2012,95301,Haute-Isle,0.1
Agriculture,2012,95303,Le Heaulme,0.4
Agriculture,2012,95304,Hédouville,0.3
Agriculture,2012,95306,Herblay-sur-Seine,2.3
Agriculture,2012,95308,Hérouville,0.8
Agriculture,2012,95309,Hodent,1.4
Agriculture,2012,95313,L'Isle-Adam,0.2
Agriculture,2012,95316,Jagny-sous-Bois,0.5
Agriculture,2012,95323,Jouy-le-Moutier,0.2
Agriculture,2012,95328,Labbeville,0.6
Agriculture,2012,95331,Lassy,0.2
Agriculture,2012,95341,Livilliers,0.9
Agriculture,2012,95348,Longuesse,1
Agriculture,2012,95351,Louvres,1.2
Agriculture,2012,95352,Luzarches,0.3
Agriculture,2012,95353,Maffliers,0.3
Agriculture,2012,95355,Magny-en-Vexin,1.4
Agriculture,2012,95365,Mareil-en-France,0.5
Agriculture,2012,95369,Margency,0
Agriculture,2012,95370,Marines,0.4
Agriculture,2012,95371,Marly-la-Ville,1.3
Agriculture,2012,95379,Maudétour-en-Vexin,0.3
Agriculture,2012,95387,Menouville,0.1
Agriculture,2012,95392,Mériel,0
Agriculture,2012,95394,Méry-sur-Oise,0.3
Agriculture,2012,95395,Le Mesnil-Aubry,0.9
Agriculture,2012,95409,Moisselles,0
Agriculture,2012,95422,Montgeroult,0.5
Agriculture,2012,95424,Montigny-lès-Cormeilles,0
Agriculture,2012,95426,Montlignon,0
Agriculture,2012,95427,Montmagny,0.1
Agriculture,2012,95428,Montmorency,0.3
Agriculture,2012,95429,Montreuil-sur-Epte,0.4
Agriculture,2012,95430,Montsoult,0.2
Agriculture,2012,95438,Moussy,0.2
Agriculture,2012,95445,Nerville-la-Forêt,0.1
Agriculture,2012,95446,Nesles-la-Vallée,1
Agriculture,2012,95447,Neuilly-en-Vexin,0.1
Agriculture,2012,95450,Neuville-sur-Oise,1
Agriculture,2012,95452,Nointel,0.1
Agriculture,2012,95456,Noisy-sur-Oise,0.2
Agriculture,2012,95459,Nucourt,2.2
Agriculture,2012,95462,Omerville,0.6
Agriculture,2012,95476,Osny,0.4
Agriculture,2012,95480,Parmain,0.2
Agriculture,2012,95483,Le Perchay,0.3
Agriculture,2012,95487,Persan,0.5
Agriculture,2012,95488,Pierrelaye,1.1
Agriculture,2012,95489,Piscop,0.2
Agriculture,2012,95491,Le Plessis-Bouchard,0.2
Agriculture,2012,95492,Le Plessis-Gassot,0.8
Agriculture,2012,95493,Le Plessis-Luzarches,0.1
Agriculture,2012,95500,Pontoise,0.1
Agriculture,2012,95504,Presles,0.4
Agriculture,2012,95509,Puiseux-en-France,0.5
Agriculture,2012,95510,Puiseux-Pontoise,0.5
Agriculture,2012,95523,La Roche-Guyon,0.1
Agriculture,2012,95527,Roissy-en-France,0.7
Agriculture,2012,95529,Ronquerolles,0.2
Agriculture,2012,95535,Sagy,1.2
Agriculture,2012,95539,Saint-Brice-sous-Forêt,0
Agriculture,2012,95541,Saint-Clair-sur-Epte,0.7
Agriculture,2012,95543,Saint-Cyr-en-Arthies,0.1
Agriculture,2012,95554,Saint-Gervais,2.6
Agriculture,2012,95555,Saint-Gratien,0
Agriculture,2012,95563,Saint-Leu-la-Forêt,0.1
Agriculture,2012,95566,Saint-Martin-du-Tertre,0.5
Agriculture,2012,95572,Saint-Ouen-l'Aumône,0.3
Agriculture,2012,95574,Saint-Prix,0
Agriculture,2012,95582,Sannois,0.1
Agriculture,2012,95584,Santeuil,0.2
Agriculture,2012,95585,Sarcelles,0
Agriculture,2012,95592,Seraincourt,1
Agriculture,2012,95594,Seugy,0.1
Agriculture,2012,95598,Soisy-sous-Montmorency,0
Agriculture,2012,95604,Survilliers,0.3
Agriculture,2012,95607,Taverny,0.3
Agriculture,2012,95610,Théméricourt,0.8
Agriculture,2012,95611,Theuville,0.3
Agriculture,2012,95612,Le Thillay,0.6
Agriculture,2012,95625,Us,0.7
Agriculture,2012,95627,Vallangoujard,0.8
Agriculture,2012,95628,Valmondois,0.5
Agriculture,2012,95637,Vauréal,0.1
Agriculture,2012,95641,Vémars,1.5
Agriculture,2012,95651,Vétheuil,0
Agriculture,2012,95652,Viarmes,0.6
Agriculture,2012,95656,Vienne-en-Arthies,0.2
Agriculture,2012,95658,Vigny,1
Agriculture,2012,95660,Villaines-sous-Bois,0.3
Agriculture,2012,95675,Villeron,0.7
Agriculture,2012,95676,Villers-en-Arthies,1.1
Agriculture,2012,95678,Villiers-Adam,0.7
Agriculture,2012,95680,Villiers-le-Bel,0.1
Agriculture,2012,95682,Villiers-le-Sec,0.6
Agriculture,2012,95690,Wy-dit-Joli-Village,1.3
Agriculture,2015,75101,Paris 1er Arrondissement,0
Agriculture,2015,75102,Paris 2e Arrondissement,0
Agriculture,2015,75103,Paris 3e Arrondissement,0
Agriculture,2015,75104,Paris 4e Arrondissement,0
Agriculture,2015,75105,Paris 5e Arrondissement,0
Agriculture,2015,75106,Paris 6e Arrondissement,0
Agriculture,2015,75107,Paris 7e Arrondissement,0.2
Agriculture,2015,75108,Paris 8e Arrondissement,0.2
Agriculture,2015,75110,Paris 10e Arrondissement,0
Agriculture,2015,75111,Paris 11e Arrondissement,0
Agriculture,2015,75112,Paris 12e Arrondissement,0.2
Agriculture,2015,75113,Paris 13e Arrondissement,0
Agriculture,2015,75114,Paris 14e Arrondissement,0
Agriculture,2015,75115,Paris 15e Arrondissement,0.1
Agriculture,2015,75116,Paris 16e Arrondissement,0.2
Agriculture,2015,75117,Paris 17e Arrondissement,0.1
Agriculture,2015,75118,Paris 18e Arrondissement,0
Agriculture,2015,75119,Paris 19e Arrondissement,0.1
Agriculture,2015,77001,Achères-la-Forêt,0.6
Agriculture,2015,77002,Amillis,3.3
Agriculture,2015,77003,Amponville,0.9
Agriculture,2015,77004,Andrezel,2.1
Agriculture,2015,77005,Annet-sur-Marne,0.2
Agriculture,2015,77006,Arbonne-la-Forêt,0.5
Agriculture,2015,77007,Argentières,0.3
Agriculture,2015,77008,Armentières-en-Brie,0.2
Agriculture,2015,77009,Arville,1.1
Agriculture,2015,77010,Aubepierre-Ozouer-le-Repos,3.7
Agriculture,2015,77011,Aufferville,1.7
Agriculture,2015,77012,Augers-en-Brie,2.2
Agriculture,2015,77013,Aulnoy,2.1
Agriculture,2015,77014,Avon,0
Agriculture,2015,77015,Baby,0.6
Agriculture,2015,77016,Bagneaux-sur-Loing,0
Agriculture,2015,77018,Bailly-Romainvilliers,0.2
Agriculture,2015,77019,Balloy,0.6
