secteur,annee,insee,commune,emission
Totale,2015,95002,Ableiges,9.2
Totale,2015,95008,Aincourt,4.2
Totale,2015,95011,Ambleville,2
Totale,2015,95012,Amenucourt,1.8
Totale,2015,95014,Andilly,10.3
Totale,2015,95018,Argenteuil,252.8
Totale,2015,95019,Arnouville,33.5
Totale,2015,95023,Arronville,2.3
Totale,2015,95024,Arthies,2.2
Totale,2015,95026,Asnières-sur-Oise,7.5
Totale,2015,95028,Attainville,15.2
Totale,2015,95039,Auvers-sur-Oise,15.7
Totale,2015,95040,Avernes,10.1
Totale,2015,95042,Baillet-en-France,17.6
Totale,2015,95046,Banthelu,4.3
Totale,2015,95051,Beauchamp,19.4
Totale,2015,95052,Beaumont-sur-Oise,19.5
Totale,2015,95054,Le Bellay-en-Vexin,3.3
Totale,2015,95055,Bellefontaine,1.5
Totale,2015,95056,Belloy-en-France,8.9
Totale,2015,95058,Bernes-sur-Oise,5.1
Totale,2015,95059,Berville,1.2
Totale,2015,95060,Bessancourt,18.4
Totale,2015,95061,Béthemont-la-Forêt,3.3
Totale,2015,95063,Bezons,85.3
Totale,2015,95074,Boisemont,4.7
Totale,2015,95078,Boissy-l'Aillerie,5
Totale,2015,95088,Bonneuil-en-France,15.4
Totale,2015,95091,Bouffémont,9.1
Totale,2015,95094,Bouqueval,20.5
Totale,2015,95101,Bray-et-L?,2
Totale,2015,95102,Bréan?on,1.1
Totale,2015,95110,Brignancourt,0.8
Totale,2015,95116,Bruyères-sur-Oise,8.1
Totale,2015,95119,Buhy,3.5
Totale,2015,95120,Butry-sur-Oise,4.3
Totale,2015,95127,Cergy,137.6
Totale,2015,95134,Champagne-sur-Oise,22.2
Totale,2015,95139,La Chapelle-en-Vexin,3.8
Totale,2015,95141,Charmont,2.8
Totale,2015,95142,Chars,6.1
Totale,2015,95144,Ch?tenay-en-France,0.8
Totale,2015,95149,Chaumontel,6.6
Totale,2015,95150,Chaussy,2.6
Totale,2015,95151,Chauvry,4.9
Totale,2015,95154,Chennevières-lès-Louvres,14
Totale,2015,95157,Chérence,0.6
Totale,2015,95166,Cléry-en-Vexin,4.8
Totale,2015,95169,Commeny,5.3
Totale,2015,95170,Condécourt,4.2
Totale,2015,95176,Cormeilles-en-Parisis,48.4
Totale,2015,95177,Cormeilles-en-Vexin,6.2
Totale,2015,95181,Courcelles-sur-Viosne,0.8
Totale,2015,95183,Courdimanche,11.7
Totale,2015,95197,Deuil-la-Barre,35.6
Totale,2015,95199,Domont,30.3
Totale,2015,95203,Eaubonne,50.1
Totale,2015,95205,?couen,31.3
Totale,2015,95210,Enghien-les-Bains,27.8
Totale,2015,95211,Ennery,8.7
Totale,2015,95212,?piais-lès-Louvres,10.8
Totale,2015,95213,?piais-Rhus,1.9
Totale,2015,95214,?pinay-Champl?treux,1.6
Totale,2015,95218,?ragny,54
Totale,2015,95219,Ermont,56.6
Totale,2015,95229,?zanville,16.1
Totale,2015,95241,Fontenay-en-Parisis,17.1
Totale,2015,95250,Fosses,15
Totale,2015,95252,Franconville,102.6
Totale,2015,95253,Frémainville,1.5
Totale,2015,95254,Frémécourt,3
Totale,2015,95256,Frépillon,12.5
Totale,2015,95257,La Frette-sur-Seine,11.5
Totale,2015,95258,Frouville,0.9
Totale,2015,95268,Garges-lès-Gonesse,65.3
Totale,2015,95270,Genainville,1.4
Totale,2015,95271,Génicourt,6.7
Totale,2015,95277,Gonesse,162.2
Totale,2015,95280,Goussainville,97.4
Totale,2015,95282,Gouzangrez,0.4
Totale,2015,95287,Grisy-les-Pl?tres,1.2
Totale,2015,95288,Groslay,22.1
Totale,2015,95295,Guiry-en-Vexin,3
Totale,2015,95298,Haravilliers,2
Totale,2015,95301,Haute-Isle,2.3
Totale,2015,95303,Le Heaulme,0.7
Totale,2015,95304,Hédouville,0.7
Totale,2015,95306,Herblay-sur-Seine,86.4
Totale,2015,95308,Hérouville,4
Totale,2015,95309,Hodent,2.2
Totale,2015,95313,L'Isle-Adam,47.4
Totale,2015,95316,Jagny-sous-Bois,0.9
Totale,2015,95323,Jouy-le-Moutier,23.7
Totale,2015,95328,Labbeville,2
Totale,2015,95331,Lassy,0.6
Totale,2015,95341,Livilliers,2.1
Totale,2015,95348,Longuesse,4.2
Totale,2015,95351,Louvres,28.2
Totale,2015,95352,Luzarches,11.1
Totale,2015,95353,Maffliers,8.6
Totale,2015,95355,Magny-en-Vexin,15.9
Totale,2015,95365,Mareil-en-France,9.8
Totale,2015,95369,Margency,5.6
Totale,2015,95370,Marines,11.5
Totale,2015,95371,Marly-la-Ville,16.2
Totale,2015,95379,Maudétour-en-Vexin,1.7
Totale,2015,95387,Menouville,0.3
Totale,2015,95388,Menucourt,7.3
Totale,2015,95392,Mériel,30
Totale,2015,95394,Méry-sur-Oise,46.3
Totale,2015,95395,Le Mesnil-Aubry,3.1
Totale,2015,95409,Moisselles,8.5
Totale,2015,95422,Montgeroult,1.5
Totale,2015,95424,Montigny-lès-Cormeilles,45.4
Totale,2015,95426,Montlignon,8.8
Totale,2015,95427,Montmagny,23.3
Totale,2015,95428,Montmorency,46.7
Totale,2015,95429,Montreuil-sur-Epte,1
Totale,2015,95430,Montsoult,10.1
Totale,2015,95436,Mours,6.2
Totale,2015,95438,Moussy,1.5
Totale,2015,95445,Nerville-la-Forêt,13.6
Totale,2015,95446,Nesles-la-Vallée,6.8
Totale,2015,95447,Neuilly-en-Vexin,0.4
Totale,2015,95450,Neuville-sur-Oise,11.9
Totale,2015,95452,Nointel,1.3
Totale,2015,95456,Noisy-sur-Oise,2.2
Totale,2015,95459,Nucourt,8.7
Totale,2015,95462,Omerville,1.6
Totale,2015,95476,Osny,64.8
Totale,2015,95480,Parmain,12.9
Totale,2015,95483,Le Perchay,1
Totale,2015,95487,Persan,28.9
Totale,2015,95488,Pierrelaye,46.7
Totale,2015,95489,Piscop,10.9
Totale,2015,95491,Le Plessis-Bouchard,28.3
Totale,2015,95492,Le Plessis-Gassot,1.4
Totale,2015,95493,Le Plessis-Luzarches,0.5
Totale,2015,95500,Pontoise,117.6
Totale,2015,95504,Presles,13.7
Totale,2015,95509,Puiseux-en-France,5.8
Totale,2015,95510,Puiseux-Pontoise,17.1
Totale,2015,95523,La Roche-Guyon,3.5
Totale,2015,95527,Roissy-en-France,334.5
Totale,2015,95529,Ronquerolles,4.8
Totale,2015,95535,Sagy,13.5
Totale,2015,95539,Saint-Brice-sous-Forêt,31.2
Totale,2015,95541,Saint-Clair-sur-Epte,5.5
Totale,2015,95543,Saint-Cyr-en-Arthies,0.9
Totale,2015,95554,Saint-Gervais,8.5
Totale,2015,95555,Saint-Gratien,38.6
Totale,2015,95563,Saint-Leu-la-Forêt,25.9
Totale,2015,95566,Saint-Martin-du-Tertre,4.3
Totale,2015,95572,Saint-Ouen-l'Aum?ne,127
Totale,2015,95574,Saint-Prix,14.4
Totale,2015,95580,Saint-Witz,23.8
Totale,2015,95582,Sannois,93.7
Totale,2015,95584,Santeuil,1.5
Totale,2015,95585,Sarcelles,88.7
Totale,2015,95592,Seraincourt,6
Totale,2015,95594,Seugy,1.9
Totale,2015,95598,Soisy-sous-Montmorency,36.9
Totale,2015,95604,Survilliers,20.2
Totale,2015,95607,Taverny,72.6
Totale,2015,95610,Théméricourt,8.2
Totale,2015,95611,Theuville,0.3
Totale,2015,95612,Le Thillay,9.8
Totale,2015,95625,Us,5.4
Totale,2015,95627,Vallangoujard,2.3
Totale,2015,95628,Valmondois,2.9
Totale,2015,95633,Vaudherland,0.1
Totale,2015,95637,Vauréal,19.6
Totale,2015,95641,Vémars,19.4
Totale,2015,95651,Vétheuil,3.5
Totale,2015,95652,Viarmes,10
Totale,2015,95656,Vienne-en-Arthies,1.3
Totale,2015,95658,Vigny,9.9
Totale,2015,95660,Villaines-sous-Bois,2.4
Totale,2015,95675,Villeron,10.8
Totale,2015,95676,Villers-en-Arthies,2
Totale,2015,95678,Villiers-Adam,33.3
Totale,2015,95680,Villiers-le-Bel,69.3
Totale,2015,95682,Villiers-le-Sec,5.8
Totale,2015,95690,Wy-dit-Joli-Village,1.9
Totale,2017,75101,Paris 1er Arrondissement,103.5
Totale,2017,75102,Paris 2e  Arrondissement,79
Totale,2017,75103,Paris 3e  Arrondissement,76.9
Totale,2017,75104,Paris 4e  Arrondissement,90.5
Totale,2017,75105,Paris 5e  Arrondissement,130.7
Totale,2017,75106,Paris 6e  Arrondissement,137.8
Totale,2017,75107,Paris 7e  Arrondissement,181.9
Totale,2017,75108,Paris 8e  Arrondissement,269.7
Totale,2017,75109,Paris 9e  Arrondissement,180.9
Totale,2017,75110,Paris 10e  Arrondissement,175.9
Totale,2017,75111,Paris 11e  Arrondissement,245.7
Totale,2017,75112,Paris 12e  Arrondissement,368.3
Totale,2017,75113,Paris 13e  Arrondissement,370.5
Totale,2017,75114,Paris 14e  Arrondissement,288.8
Totale,2017,75115,Paris 15e  Arrondissement,518.7
Totale,2017,75116,Paris 16e  Arrondissement,602.2
Totale,2017,75117,Paris 17e  Arrondissement,415.6
Totale,2017,75118,Paris 18e  Arrondissement,333.5
Totale,2017,75119,Paris 19e  Arrondissement,345
Totale,2017,75120,Paris 20e  Arrondissement,339.8
Totale,2017,77001,Achères-la-Forêt,10.5
Totale,2017,77002,Amillis,5
Totale,2017,77003,Amponville,2
Totale,2017,77004,Andrezel,2.8
Totale,2017,77005,Annet-sur-Marne,10.5
Totale,2017,77006,Arbonne-la-Forêt,14.7
Totale,2017,77007,Argentières,1
Totale,2017,77008,Armentières-en-Brie,1.8
Totale,2017,77009,Arville,1.3
Totale,2017,77010,Aubepierre-Ozouer-le-Repos,135.8
Totale,2017,77011,Aufferville,2.5
Totale,2017,77012,Augers-en-Brie,2.9
Totale,2017,77013,Aulnoy,4.6
Totale,2017,77014,Avon,39
Totale,2017,77015,Baby,0.7
Totale,2017,77016,Bagneaux-sur-Loing,41.4
Totale,2017,77018,Bailly-Romainvilliers,38.8
Totale,2017,77019,Balloy,1.4
Totale,2017,77020,Bannost-Villegagnon,6.4
Totale,2017,77021,Barbey,2.8
Totale,2017,77022,Barbizon,6.9
Totale,2017,77023,Barcy,2.3
Totale,2017,77024,Bassevelle,5
Totale,2017,77025,Bazoches-lès-Bray,3.7
Totale,2017,77026,Beauchery-Saint-Martin,5.5
Totale,2017,77027,Beaumont-du-G?tinais,4.9
Totale,2017,77029,Beauvoir,0.8
Totale,2017,77030,Bellot,3
Totale,2017,77031,Bernay-Vilbert,4.8
Totale,2017,77032,Beton-Bazoches,6.1
Totale,2017,77033,Bezalles,1.1
Totale,2017,77034,Blandy,9.2
Totale,2017,77035,Blennes,2.8
Totale,2017,77036,Boisdon,0.9
Totale,2017,77037,Bois-le-Roi,19.5
Totale,2017,77038,Boissettes,4.3
Totale,2017,77039,Boissise-la-Bertrand,15
Totale,2017,77040,Boissise-le-Roi,11.4
Totale,2017,77041,Boissy-aux-Cailles,3
Totale,2017,77042,Boissy-le-Ch?tel,6.7
Totale,2017,77043,Boitron,0.6
Totale,2017,77044,Bombon,4.4
Totale,2017,77045,Bougligny,2.8
Totale,2017,77046,Boulancourt,0.7
Totale,2017,77047,Bouleurs,8.5
Totale,2017,77048,Bourron-Marlotte,12.9
Totale,2017,77049,Boutigny,10.8
Totale,2017,77050,Bransles,1
Totale,2017,77051,Bray-sur-Seine,4.8
Totale,2017,77052,Bréau,0.9
Totale,2017,77053,Brie-Comte-Robert,70.1
Totale,2017,77054,La Brosse-Montceaux,6.5
Totale,2017,77055,Brou-sur-Chantereine,9.3
Totale,2017,77056,Burcy,0.8
Totale,2017,77057,Bussières,1.8
Totale,2017,77058,Bussy-Saint-Georges,75.5
Totale,2017,77059,Bussy-Saint-Martin,12.2
Totale,2017,77060,Buthiers,8
Totale,2017,77061,Cannes-?cluse,10
Totale,2017,77062,Carnetin,0.8
Totale,2017,77063,La Celle-sur-Morin,2.9
Totale,2017,77065,Cély,15.2
Totale,2017,77066,Cerneux,3.9
Totale,2017,77067,Cesson,25
Totale,2017,77068,Cessoy-en-Montois,0.5
Totale,2017,77069,Chailly-en-Bière,15.8
Totale,2017,77070,Chailly-en-Brie,5.1
Totale,2017,77071,Chaintreaux,18.7
Totale,2017,77072,Chalautre-la-Grande,3.2
Totale,2017,77073,Chalautre-la-Petite,1.3
Totale,2017,77075,Chalifert,4.8
Totale,2017,77076,Chalmaison,2.7
Totale,2017,77077,Chambry,4.1
Totale,2017,77078,Chamigny,5.9
Totale,2017,77079,Champagne-sur-Seine,16.8
Totale,2017,77080,Champcenest,1.4
Totale,2017,77081,Champdeuil,1.3
Totale,2017,77082,Champeaux,4.2
Totale,2017,77083,Champs-sur-Marne,59.5
Totale,2017,77084,Changis-sur-Marne,2.1
Totale,2017,77085,Chanteloup-en-Brie,8.7
Totale,2017,77086,La Chapelle-Gauthier,9.6
Totale,2017,77087,La Chapelle-Iger,1.1
Totale,2017,77088,La Chapelle-la-Reine,12.7
Totale,2017,77089,La Chapelle-Rablais,2.4
Totale,2017,77090,La Chapelle-Saint-Sulpice,1.5
Totale,2017,77091,Les Chapelles-Bourbon,1.3
Totale,2017,77093,La Chapelle-Moutils,2.7
Totale,2017,77094,Charmentray,5.9
Totale,2017,77095,Charny,4.5
Totale,2017,77096,Chartrettes,13
Totale,2017,77097,Chartronges,2.4
Totale,2017,77098,Ch?teaubleau,0.7
Totale,2017,77099,Ch?teau-Landon,9.6
Totale,2017,77100,Le Ch?telet-en-Brie,27.4
Totale,2017,77101,Ch?tenay-sur-Seine,2.5
Totale,2017,77102,Ch?tenoy,1.1
Totale,2017,77103,Ch?tillon-la-Borde,4.3
Totale,2017,77104,Ch?tres,8.9
Totale,2017,77106,Chauffry,2.8
Totale,2017,77107,Chaumes-en-Brie,11.1
Totale,2017,77108,Chelles,123.2
Totale,2017,77109,Chenoise-Cucharmoy,12.4
Totale,2017,77110,Chenou,2.4
Totale,2017,77111,Chessy,58.5
Totale,2017,77112,Chevrainvilliers,1.3
Totale,2017,77113,Chevru,4.1
Totale,2017,77114,Chevry-Cossigny,16.6
Totale,2017,77115,Chevry-en-Sereine,2
Totale,2017,77116,Choisy-en-Brie,7
Totale,2017,77117,Citry,1.8
Totale,2017,77118,Claye-Souilly,36.7
Totale,2017,77119,Clos-Fontaine,1.2
Totale,2017,77120,Cocherel,2.7
Totale,2017,77121,Collégien,38.2
Totale,2017,77122,Combs-la-Ville,77.1
Totale,2017,77123,Compans,20.8
Totale,2017,77124,Conches-sur-Gondoire,3.4
Totale,2017,77125,Condé-Sainte-Libiaire,2.6
Totale,2017,77126,Congis-sur-Thérouanne,5.8
Totale,2017,77127,Coubert,8.9
Totale,2017,77128,Couilly-Pont-aux-Dames,19.4
Totale,2017,77129,Coulombs-en-Valois,3.6
Totale,2017,77130,Coulommes,3.9
Totale,2017,77131,Coulommiers,30.7
Totale,2017,77132,Coupvray,22.9
Totale,2017,77133,Courcelles-en-Bassée,2.2
Totale,2017,77134,Courchamp,1.8
Totale,2017,77135,Courpalay,4.9
Totale,2017,77136,Courquetaine,0.8
Totale,2017,77137,Courtacon,4
Totale,2017,77138,Courtomer,1
Totale,2017,77139,Courtry,9.9
Totale,2017,77140,Couten?on,0.7
Totale,2017,77141,Coutevroult,31.3
Totale,2017,77142,Crécy-la-Chapelle,16.8
Totale,2017,77143,Crégy-lès-Meaux,8.3
Totale,2017,77144,Crèvec?ur-en-Brie,0.7
Totale,2017,77145,Crisenoy,12.9
Totale,2017,77146,Croissy-Beaubourg,32
Totale,2017,77147,La Croix-en-Brie,3.9
Totale,2017,77148,Crouy-sur-Ourcq,3.7
Totale,2017,77150,Cuisy,1
Totale,2017,77151,Dagny,1.6
Totale,2017,77152,Dammarie-les-Lys,72.1
Totale,2017,77153,Dammartin-en-Go?le,28.1
Totale,2017,77154,Dammartin-sur-Tigeaux,3.7
Totale,2017,77155,Dampmart,5.4
Totale,2017,77156,Darvault,3
Totale,2017,77157,Dhuisy,4.3
Totale,2017,77158,Diant,1.4
Totale,2017,77159,Donnemarie-Dontilly,6.8
Totale,2017,77161,Dormelles,2.4
Totale,2017,77162,Doue,5.9
Totale,2017,77163,Douy-la-Ramée,0.7
Totale,2017,77164,?chouboulains,5.8
Totale,2017,77165,Les ?crennes,15.8
Totale,2017,77167,?gligny,2.1
Totale,2017,77168,?greville,15
Totale,2017,77169,?merainville,57.1
Totale,2017,77171,Esbly,13.6
Totale,2017,77172,Esmans,4
Totale,2017,77173,?trépilly,3.9
Totale,2017,77174,Everly,1.3
Totale,2017,77175,?vry-Grégy-sur-Yerre,24.3
Totale,2017,77176,Faremoutiers,10
Totale,2017,77177,Favières,6.3
Totale,2017,77178,Fa?-lès-Nemours,1.9
Totale,2017,77179,Féricy,2.4
Totale,2017,77180,Férolles-Attilly,6.2
Totale,2017,77181,Ferrières-en-Brie,20.9
Totale,2017,77182,La Ferté-Gaucher,33.9
Totale,2017,77183,La Ferté-sous-Jouarre,21.8
Totale,2017,77184,Flagy,1.1
Totale,2017,77185,Fleury-en-Bière,14
Totale,2017,77186,Fontainebleau,114.9
Totale,2017,77187,Fontaine-Fourches,2.4
Totale,2017,77188,Fontaine-le-Port,6.7
Totale,2017,77190,Fontains,2.5
Totale,2017,77191,Fontenailles,3.8
Totale,2017,77192,Fontenay-Trésigny,19.8
Totale,2017,77193,Forfry,1.2
Totale,2017,77194,Forges,17.9
Totale,2017,77195,Fouju,5
Totale,2017,77196,Fresnes-sur-Marne,11.3
Totale,2017,77197,Frétoy,1
Totale,2017,77198,Fromont,2.2
Totale,2017,77199,Fublaines,2.1
Totale,2017,77200,Garentreville,1.2
Totale,2017,77201,Gastins,3
Totale,2017,77202,La Genevraye,3.1
Totale,2017,77203,Germigny-l'?vêque,4.6
Totale,2017,77204,Germigny-sous-Coulombs,1.6
Totale,2017,77205,Gesvres-le-Chapitre,0.9
Totale,2017,77206,Giremoutiers,1
Totale,2017,77207,Gironville,1.7
Totale,2017,77208,Gouaix,4.4
Totale,2017,77209,Gouvernes,3.9
Totale,2017,77210,La Grande-Paroisse,15.4
Totale,2017,77211,Grandpuits-Bailly-Carrois,6.9
Totale,2017,77212,Gravon,2.4
Totale,2017,77214,Gressy,4
Totale,2017,77215,Gretz-Armainvilliers,24.3
Totale,2017,77216,Grez-sur-Loing,15.6
Totale,2017,77217,Grisy-Suisnes,10
Totale,2017,77218,Grisy-sur-Seine,0.5
Totale,2017,77219,Guérard,8.7
Totale,2017,77220,Guercheville,2.3
Totale,2017,77221,Guermantes,2.7
Totale,2017,77222,Guignes,8.3
Totale,2017,77223,Gurcy-le-Ch?tel,3.1
Totale,2017,77224,Hautefeuille,0.7
Totale,2017,77225,La Haute-Maison,3.2
Totale,2017,77226,Héricy,7.1
Totale,2017,77227,Hermé,2.2
Totale,2017,77228,Hondevilliers,1.6
Totale,2017,77229,La Houssaye-en-Brie,9.5
Totale,2017,77230,Ichy,0.9
Totale,2017,77231,Isles-les-Meldeuses,3.3
Totale,2017,77232,Isles-lès-Villenoy,8.6
Totale,2017,77233,Iverny,1.5
Totale,2017,77234,Jablines,1.3
Totale,2017,77235,Jaignes,8.4
Totale,2017,77236,Jaulnes,2.3
Totale,2017,77237,Jossigny,29.5
Totale,2017,77238,Jouarre,16.3
Totale,2017,77239,Jouy-le-Ch?tel,15.5
Totale,2017,77240,Jouy-sur-Morin,7.6
Totale,2017,77241,Juilly,18.2
Totale,2017,77242,Jutigny,2.4
Totale,2017,77243,Lagny-sur-Marne,55.9
Totale,2017,77244,Larchant,4.4
Totale,2017,77245,Laval-en-Brie,2.1
Totale,2017,77246,Léchelle,2.8
Totale,2017,77247,Lescherolles,1.3
Totale,2017,77248,Lesches,3.5
Totale,2017,77249,Lésigny,40.5
Totale,2017,77250,Leudon-en-Brie,2.4
Totale,2017,77251,Lieusaint,86.7
Totale,2017,77252,Limoges-Fourches,5.8
Totale,2017,77253,Lissy,3.6
Totale,2017,77254,Liverdy-en-Brie,2.5
Totale,2017,77255,Livry-sur-Seine,8.3
Totale,2017,77256,Lizines,1.3
Totale,2017,77257,Lizy-sur-Ourcq,10
Totale,2017,77258,Lognes,74
Totale,2017,77259,Longperrier,5.1
Totale,2017,77260,Longueville,5.4
Totale,2017,77261,Lorrez-le-Bocage-Préaux,6
Totale,2017,77262,Louan-Villegruis-Fontaine,4.7
Totale,2017,77263,Luisetaines,0.7
Totale,2017,77264,Lumigny-Nesles-Ormeaux,13
Totale,2017,77265,Luzancy,1.8
Totale,2017,77266,Machault,3.4
Totale,2017,77267,La Madeleine-sur-Loing,0.7
Totale,2017,77268,Magny-le-Hongre,18.8
Totale,2017,77269,Maincy,14.7
Totale,2017,77270,Maisoncelles-en-Brie,3.8
Totale,2017,77271,Maisoncelles-en-G?tinais,0.8
Totale,2017,77272,Maison-Rouge,5.9
Totale,2017,77273,Marchémoret,6
Totale,2017,77274,Marcilly,2.1
Totale,2017,77275,Les Marêts,0.7
Totale,2017,77276,Mareuil-lès-Meaux,26.2
Totale,2017,77277,Marles-en-Brie,5
Totale,2017,77278,Marolles-en-Brie,2.5
Totale,2017,77279,Marolles-sur-Seine,28.6
Totale,2017,77280,Mary-sur-Marne,3
Totale,2017,77281,Mauperthuis,1.5
Totale,2017,77282,Mauregard,139.6
Totale,2017,77283,May-en-Multien,2.8
Totale,2017,77284,Meaux,139
Totale,2017,77285,Le Mée-sur-Seine,55.4
Totale,2017,77286,Meigneux,0.9
Totale,2017,77287,Meilleray,1
Totale,2017,77288,Melun,148.6
Totale,2017,77289,Melz-sur-Seine,1.7
Totale,2017,77290,Méry-sur-Marne,1.2
Totale,2017,77291,Le Mesnil-Amelot,91.4
Totale,2017,77292,Messy,4.8
Totale,2017,77293,Misy-sur-Yonne,8.8
Totale,2017,77294,Mitry-Mory,290.8
Totale,2017,77295,Moisenay,11.7
Totale,2017,77296,Moissy-Cramayel,45.6
Totale,2017,77297,Mondreville,5.5
Totale,2017,77298,Mons-en-Montois,1.8
Totale,2017,77300,Montceaux-lès-Meaux,2.1
Totale,2017,77301,Montceaux-lès-Provins,4.9
Totale,2017,77302,Montcourt-Fromonville,4.6
Totale,2017,77303,Montdauphin,1.7
Totale,2017,77304,Montenils,0.2
Totale,2017,77305,Montereau-Fault-Yonne,231.8
Totale,2017,77306,Montereau-sur-le-Jard,218.1
Totale,2017,77307,Montévrain,25.8
Totale,2017,77308,Montgé-en-Go?le,11.1
Totale,2017,77309,Monthyon,69
Totale,2017,77310,Montigny-le-Guesdier,1.1
Totale,2017,77311,Montigny-Lencoup,5.1
Totale,2017,77312,Montigny-sur-Loing,7.3
Totale,2017,77313,Montmachoux,1.2
Totale,2017,77314,Montolivet,1.3
Totale,2017,77315,Montry,9
Totale,2017,77316,Moret Loing et Orvanne,30.7
Totale,2017,77317,Mormant,12.6
Totale,2017,77318,Mortcerf,15.5
Totale,2017,77319,Mortery,2.3
Totale,2017,77320,Mouroux,12.7
Totale,2017,77321,Mousseaux-lès-Bray,3
Totale,2017,77322,Moussy-le-Neuf,7.4
Totale,2017,77323,Moussy-le-Vieux,3.2
Totale,2017,77325,Mouy-sur-Seine,2
Totale,2017,77326,Nandy,11
Totale,2017,77327,Nangis,88
Totale,2017,77328,Nanteau-sur-Essonne,2.4
Totale,2017,77329,Nanteau-sur-Lunain,2.3
Totale,2017,77330,Nanteuil-lès-Meaux,11.8
Totale,2017,77331,Nanteuil-sur-Marne,0.7
Totale,2017,77332,Nantouillet,36.2
Totale,2017,77333,Nemours,48.1
Totale,2017,77335,Chauconin-Neufmontiers,18.1
Totale,2017,77336,Neufmoutiers-en-Brie,3.4
Totale,2017,77337,Noisiel,55.1
Totale,2017,77338,Noisy-Rudignon,1.5
Totale,2017,77339,Noisy-sur-?cole,14.5
Totale,2017,77340,Nonville,4.3
Totale,2017,77341,Noyen-sur-Seine,1.2
Totale,2017,77342,Obsonville,0.7
Totale,2017,77343,Ocquerre,4.3
Totale,2017,77344,Oissery,7.5
Totale,2017,77345,Orly-sur-Morin,1.2
Totale,2017,77347,Les Ormes-sur-Voulzie,5.9
Totale,2017,77348,Ormesson,0.6
Totale,2017,77349,Othis,11.2
Totale,2017,77350,Ozoir-la-Ferrière,44.4
Totale,2017,77352,Ozouer-le-Voulgis,5.5
Totale,2017,77353,Paley,1.8
Totale,2017,77354,Pamfou,15.2
Totale,2017,77355,Paroy,1.1
Totale,2017,77356,Passy-sur-Seine,0.3
Totale,2017,77357,Pécy,5.8
Totale,2017,77358,Penchard,5.4
Totale,2017,77359,Perthes,13.3
Totale,2017,77360,Pézarches,5.6
Totale,2017,77361,Pierre-Levée,4.7
Totale,2017,77363,Le Pin,40.6
Totale,2017,77364,Le Plessis-aux-Bois,5.9
Totale,2017,77365,Le Plessis-Feu-Aussoux,3.3
Totale,2017,77366,Le Plessis-l'?vêque,6.8
Totale,2017,77367,Le Plessis-Placy,2.3
Totale,2017,77368,Poigny,4.6
Totale,2017,77369,Poincy,6.7
Totale,2017,77370,Poligny,20.1
Totale,2017,77371,Pommeuse,7.9
Totale,2017,77372,Pomponne,33.8
Totale,2017,77373,Pontault-Combault,108
Totale,2017,77374,Pontcarré,8.3
Totale,2017,77376,Précy-sur-Marne,1.4
Totale,2017,77377,Presles-en-Brie,6.8
Totale,2017,77378,Pringy,10
Totale,2017,77379,Provins,36.1
Totale,2017,77380,Puisieux,1.8
Totale,2017,77381,Quiers,419.9
Totale,2017,77382,Quincy-Voisins,32
Totale,2017,77383,Rampillon,5.9
Totale,2017,77384,Réau,43.4
Totale,2017,77385,Rebais,6.9
Totale,2017,77386,Recloses,1.7
Totale,2017,77387,Remauville,2.5
Totale,2017,77388,Reuil-en-Brie,1.3
Totale,2017,77389,La Rochette,13.2
Totale,2017,77390,Roissy-en-Brie,33.9
Totale,2017,77391,Rouilly,1.1
Totale,2017,77392,Rouvres,9.8
Totale,2017,77393,Rozay-en-Brie,8.1
Totale,2017,77394,Rubelles,15.2
Totale,2017,77395,Rumont,1.2
Totale,2017,77396,Rupéreux,0.7
Totale,2017,77397,Sa?cy-sur-Marne,4.5
Totale,2017,77398,Sablonnières,3.1
Totale,2017,77400,Saint-Augustin,4.1
Totale,2017,77401,Sainte-Aulde,2.8
Totale,2017,77402,Saint-Barthélemy,3.3
Totale,2017,77403,Saint-Brice,2.5
Totale,2017,77404,Sainte-Colombe,5.2
Totale,2017,77405,Saint-Cyr-sur-Morin,7.5
Totale,2017,77406,Saint-Denis-lès-Rebais,4.5
Totale,2017,77407,Saint-Fargeau-Ponthierry,53.8
Totale,2017,77408,Saint-Fiacre,0.6
Totale,2017,77409,Saint-Germain-Laval,6.3
Totale,2017,77410,Saint-Germain-Laxis,17
Totale,2017,77411,Saint-Germain-sous-Doue,2.5
Totale,2017,77412,Saint-Germain-sur-?cole,8.4
Totale,2017,77413,Saint-Germain-sur-Morin,8.5
Totale,2017,77414,Saint-Hilliers,4.1
Totale,2017,77415,Saint-Jean-les-Deux-Jumeaux,17.5
Totale,2017,77416,Saint-Just-en-Brie,1.8
Totale,2017,77417,Saint-Léger,3.4
Totale,2017,77418,Saint-Loup-de-Naud,2.7
Totale,2017,77419,Saint-Mammès,6.4
Totale,2017,77420,Saint-Mard,31.7
Totale,2017,77421,Saint-Mars-Vieux-Maisons,3.3
Totale,2017,77423,Saint-Martin-des-Champs,2.5
Totale,2017,77424,Saint-Martin-du-Boschet,1.8
Totale,2017,77425,Saint-Martin-en-Bière,3
Totale,2017,77426,Saint-Méry,2.3
Totale,2017,77427,Saint-Mesmes,1.9
Totale,2017,77428,Saint-Ouen-en-Brie,1.9
Totale,2017,77429,Saint-Ouen-sur-Morin,0.9
Totale,2017,77430,Saint-Pathus,10.9
Totale,2017,77431,Saint-Pierre-lès-Nemours,24.2
